TF	Target	SignedQuantile	AveStability	AvePCorr	stroke	stroke-width	stroke-dasharray
Ankzf1	Arid3a	0.99614	49.9425	0.44	rgb(222,133,134)	1.9946	2,2
Zfp960	Spats2	-0.99612	49.9025	-4.0E-01	rgb(130,164,232)	1.9938	2,2
Rlf	Nudt8	-0.99611	49.91	-4.1E-01	rgb(129,163,232)	1.994	2,2
Prdm2	Dock4	0.99609	50	0.504	rgb(223,121,122)	1.9958	2,2
Jazf1	Siglec5	0.99607	49.9	0.398	rgb(221,141,142)	1.9938	2,2
Dach2	Gnb5	0.99605	49.8975	0.4	rgb(221,141,141)	1.9937	2,2
Zfp750	Prss42	0.99603	49.895	0.394	rgb(221,142,143)	1.9937	2,2
Hmgb1	AI506816	0.99601	49.9175	0.416	rgb(222,138,138)	1.9941	2,2
Zfp109	Gm10584	0.99599	49.9075	0.404	rgb(221,140,141)	1.9939	2,2
Drap1	Rpl36al	0.99598	49.895	0.396	rgb(221,141,142)	1.9937	2,2
Zfp948	Ankrd23	0.99596	49.93	0.679	rgb(224, 87, 89)	1.9944	2,2
Sgsm2	Nsmaf	0.99594	49.905	0.404	rgb(221,140,141)	1.9939	2,2
Zfp629	Zmat3	-0.99592	49.925	-4.3E-01	rgb(125,161,233)	1.9943	2,2
Sp6	D930048N14Rik	-0.9959	49.895	-3.9E-01	rgb(131,165,232)	1.9937	2,2
Ski	Ifitm2	-0.99588	49.8925	-3.9E-01	rgb(132,165,232)	1.9936	2,2
Fbxl19	Ptprs	0.99586	49.915	0.417	rgb(222,137,138)	1.9941	2,2
Zfp960	Rnf150	-0.99584	49.9	-4.0E-01	rgb(130,164,232)	1.9938	2,2
Zfp280b	Cxcr6	-0.99583	49.9125	-4.1E-01	rgb(127,162,233)	1.994	2,2
Thap3	Rps14	0.99581	49.895	0.397	rgb(221,141,142)	1.9937	2,2
Zfp40	4930503L19Rik	0.99579	49.895	0.394	rgb(221,142,143)	1.9937	2,2
Skil	Pmepa1	0.99577	49.9025	0.405	rgb(221,140,140)	1.9938	2,2
Zkscan17	Spn	-0.99575	49.9	-4.0E-01	rgb(130,164,232)	1.9938	2,2
Ncoa1	Lrfn1	0.99573	49.9	0.399	rgb(221,141,142)	1.9938	2,2
Zfp385a	Rhod	0.99571	49.895	0.394	rgb(221,142,142)	1.9937	2,2
Plscr1	Dhrs9	0.9957	49.905	0.404	rgb(221,140,141)	1.9939	2,2
Thap3	Snx19	-0.99568	49.8925	-4.0E-01	rgb(131,165,232)	1.9936	2,2
Dzip1	Gli3	-0.99566	49.89	-3.9E-01	rgb(132,165,232)	1.9936	2,2
Drap1	Syf2	0.99564	49.96	0.462	rgb(222,129,130)	1.995	2,2
Plscr1	Glrp1	0.99562	49.915	0.418	rgb(222,137,138)	1.9941	2,2
Cenpt	Clic1	0.9956	49.8875	0.386	rgb(221,143,144)	1.9935	2,2
Zfp629	Pcyox1l	-0.99558	49.9225	-4.2E-01	rgb(125,161,233)	1.9942	2,2
Hmgb3	Nrgn	0.99557	49.8975	0.397	rgb(221,141,142)	1.9937	2,2
Zfp473	Sec24d	0.99555	49.9225	0.421	rgb(222,137,137)	1.9942	2,2
Zkscan17	Pycr1	0.99553	49.89	0.39	rgb(221,143,143)	1.9936	2,2
Kdm5b	Ccng2	0.99551	49.915	0.416	rgb(222,137,138)	1.9941	2,2
Zfp385a	Bbc3	0.99549	49.9	0.402	rgb(221,140,141)	1.9938	2,2
Foxp1	Rnf19b	-0.99547	49.89	-3.9E-01	rgb(133,166,232)	1.9936	2,2
Cxxc5	Mcoln3	0.99545	49.8975	0.399	rgb(221,141,142)	1.9937	2,2
Sgsm2	Dlg3	0.99544	49.895	0.395	rgb(221,142,142)	1.9937	2,2
Zfp35	Dusp12	0.99542	49.8875	0.386	rgb(221,143,144)	1.9935	2,2
Zfp385a	Lrrc28	0.9954	49.8875	0.385	rgb(221,143,144)	1.9935	2,2
Fbxl19	Cln5	-0.99538	49.89	-3.9E-01	rgb(132,166,232)	1.9936	2,2
Zfp750	Ercc5	0.99536	49.915	0.413	rgb(222,138,139)	1.9941	2,2
Zfp202	Thra	-0.99534	49.9025	-2.5E-01	rgb(163,184,226)	1.9938	None
Tfdp2	Oxct1	0.99532	49.8125	0.563	rgb(223,109,111)	1.992	2,2
Zfp750	Lrrc28	0.9953	49.92	0.419	rgb(222,137,138)	1.9942	2,2
Zfp775	Fam69b	0.99529	49.8825	0.382	rgb(221,144,145)	1.9934	2,2
Zfp280b	Zfp467	0.99527	49.895	0.395	rgb(221,142,142)	1.9937	2,2
Foxp2	Zdbf2	0.99525	49.8875	0.388	rgb(221,143,144)	1.9935	2,2
Jazf1	9430020K01Rik	0.99523	49.8925	0.389	rgb(221,143,143)	1.9936	2,2
Zfp329	Gripap1	0.99521	49.795	0.545	rgb(223,113,114)	1.9917	2,2
Zbtb17	Aldh4a1	0.99519	49.88	0.38	rgb(221,144,145)	1.9934	2,2
Atmin	Sbf2	0.99517	49.9075	0.408	rgb(221,139,140)	1.9939	2,2
Zkscan17	Eef2k	0.99516	49.9	0.401	rgb(221,140,141)	1.9938	2,2
Zfp473	Cd96	-0.99514	49.88	-3.8E-01	rgb(135,167,231)	1.9934	2,2
Terf1	Rftn1	-0.99512	49.9025	-4.0E-01	rgb(129,164,232)	1.9938	2,2
Sgsm2	Qprt	0.9951	49.88	0.381	rgb(221,144,145)	1.9934	2,2
Zfp532	F9	0.99508	49.885	0.385	rgb(221,143,144)	1.9935	2,2
Zfp629	Ocrl	0.99506	49.8775	0.377	rgb(221,145,146)	1.9933	2,2
Scml4	Tmem71	0.99504	49.8875	0.388	rgb(221,143,144)	1.9935	2,2
Zfp277	Vamp4	0.99503	49.88	0.378	rgb(221,145,146)	1.9934	2,2
Plscr1	Tmc3	-0.99501	49.875	-3.8E-01	rgb(135,167,231)	1.9933	2,2
Zfp120	Asnsd1	0.99499	49.8925	0.392	rgb(221,142,143)	1.9936	2,2
Foxp2	Cacna2d1	0.99497	49.88	0.381	rgb(221,144,145)	1.9934	2,2
Zfp385a	Ccng1	0.99495	49.8925	0.393	rgb(221,142,143)	1.9936	2,2
Eomes	Il10rb	0.99493	49.88	0.379	rgb(221,145,145)	1.9934	None
Zfp276	Amigo3	0.99491	49.8875	0.387	rgb(221,143,144)	1.9935	2,2
Zfp365	4632434I11Rik	0.99489	49.885	0.386	rgb(221,143,144)	1.9935	2,2
Ncoa1	Csnk1e	0.99488	49.8925	0.393	rgb(221,142,143)	1.9936	2,2
Foxp2	Dio2	0.99486	49.89	0.391	rgb(221,142,143)	1.9936	2,2
Mxd4	Tcp11l2	0.99484	49.755	0.506	rgb(223,120,121)	1.9909	2,2
Mtf2	Yy2	0.99482	49.8925	0.393	rgb(221,142,143)	1.9936	2,2
Zfp473	Sema6b	0.9948	49.8975	0.397	rgb(221,141,142)	1.9937	2,2
Satb1	Kif3a	0.99478	49.8875	0.39	rgb(221,142,143)	1.9935	2,2
Zfp266	Rab8b	0.99476	49.8725	0.375	rgb(221,145,146)	1.9932	2,2
Zfp750	Zfp365	0.99475	49.87	0.369	rgb(221,147,147)	1.9932	2,2
Zbtb46	Scin	0.99473	49.8975	0.398	rgb(221,141,142)	1.9937	2,2
Zfp429	H60c	-0.99471	49.7625	-5.1E-01	rgb(106,150,236)	1.991	2,2
Zfp277	Flna	-0.99469	49.895	-3.9E-01	rgb(132,165,232)	1.9937	2,2
Ahdc1	Zfp831	0.99467	49.89	0.388	rgb(221,143,144)	1.9936	2,2
Mafg	N4bp2l1	-0.99465	49.8925	-2.8E-01	rgb(156,180,228)	1.9936	None
Zbed6	Cnot1	0.99463	49.765	0.516	rgb(223,118,119)	1.9911	2,2
Foxp2	Ntrk3	0.99462	49.87	0.37	rgb(221,146,147)	1.9932	2,2
Zfp358	Rnf208	0.9946	49.89	0.39	rgb(221,143,143)	1.9936	2,2
Jazf1	Krt17	0.99458	49.89	0.39	rgb(221,142,143)	1.9936	2,2
Zfp606	Ripk1	-0.99456	49.7575	-5.1E-01	rgb(106,150,236)	1.9909	2,2
Jazf1	Pim1	-0.99454	49.895	-4.0E-01	rgb(131,165,232)	1.9937	2,2
Zkscan17	Cs	0.99452	49.89	0.389	rgb(221,143,143)	1.9936	2,2
