Regulator	Target	Weight	stroke
Irf4	Lrsam1	1.6444	rgb(222,138,139)
Hif1a	Lrsam1	1.7857	rgb(222,132,133)
Nfe2l2	Lsm5	1.4102	rgb(221,150,150)
Batf	Lsm6	-1.1537	rgb(154,179,228)
Batf	Lsp1	1.842	rgb(222,129,130)
Irf4	Lsp1	1.8571	rgb(222,128,129)
Stat3	Lsp1	-1.4262	rgb(140,170,231)
Rorc	Lsp1	1.9185	rgb(222,125,126)
Batf	Lsr	1.3507	rgb(221,152,153)
Fosl2	Lsr	1.0035	rgb(220,169,170)
Hif1a	Lsr	1.8112	rgb(222,130,131)
Batf	Lst1	1.5661	rgb(221,142,143)
Fosl2	Lst1	1.4137	rgb(221,149,150)
Maf	Lta	-1.9831	rgb(109,151,236)
Stat3	Lta	-1.971	rgb(110,152,236)
Rorc	Lta	1.9861	rgb(222,122,123)
Fosl2	Lta	-1.852	rgb(116,156,235)
Hif1a	Lta	1.9266	rgb(222,125,126)
Maf	Ltb	-1.9665	rgb(110,152,236)
Stat3	Ltb	-1.9507	rgb(111,153,236)
Fosl2	Ltb	1.9034	rgb(222,126,127)
Hif1a	Ltb	1.9673	rgb(222,123,124)
Batf	Ltb4r1	1.4948	rgb(221,146,146)
Irf4	Ltb4r1	1.6591	rgb(222,138,139)
Maf	Ltb4r1	1.9063	rgb(222,126,127)
Stat3	Ltb4r1	1.6515	rgb(222,138,139)
Rorc	Ltb4r1	1.8382	rgb(222,129,130)
Fosl2	Ltb4r1	1.6956	rgb(222,136,137)
Batf	Lum	1.1319	rgb(220,163,163)
Fosl2	Luzp1	-1.2805	rgb(147,175,229)
Rorc	Ly6a	-1.9118	rgb(113,154,235)
Fosl2	Ly6a	1.9641	rgb(222,123,124)
Hif1a	Ly6a	1.4426	rgb(221,148,149)
Rorc	Ly6c1	-1.515	rgb(135,167,231)
Fosl2	Ly6c1	1.6191	rgb(221,140,140)
Irf4	Ly6e	-1.8548	rgb(116,156,235)
Fosl2	Ly6e	1.7319	rgb(222,134,135)
Batf	Ly6i	-1.4958	rgb(136,168,231)
Rorc	Ly6i	-1.7666	rgb(121,159,234)
Fosl2	Ly6i	1.7408	rgb(222,134,135)
Nfe2l2	Ly6i	1.3962	rgb(221,150,151)
Batf	Ly75	1.8643	rgb(222,128,129)
Fosl2	Ly75	1.7787	rgb(222,132,133)
Rorc	Lysmd2	1.4231	rgb(221,149,150)
Irf4	Lyst	-1.6629	rgb(127,162,233)
Maf	Lyst	-1.2881	rgb(147,174,229)
Batf	Lzts1	1.7068	rgb(222,135,136)
Fosl2	Lzts1	1.4916	rgb(221,146,146)
Batf	M6pr	-1.0069	rgb(162,184,227)
Fosl2	Mad1l1	-1.7422	rgb(122,159,234)
Hif1a	Mad2l2	1.3936	rgb(221,150,151)
Batf	Madd	1.5646	rgb(221,142,143)
Stat3	Madd	1.4156	rgb(221,149,150)
Batf	Maf	1.6073	rgb(221,140,141)
Irf4	Maf	1.8284	rgb(222,130,131)
Maf	Maf	1.7801	rgb(222,132,133)
Stat3	Maf	1.8539	rgb(222,128,129)
Rorc	Maf	-1.5097	rgb(135,167,231)
Fosl2	Maf	1.1949	rgb(220,160,160)
Rorc	Maff	1.633	rgb(221,139,140)
Hif1a	Maff	1.8911	rgb(222,127,128)
Fosl2	Mafk	-1.6485	rgb(127,163,233)
Batf	Maged2	1.2572	rgb(220,157,158)
Fosl2	Maged2	1.687	rgb(222,136,137)
Stat3	Malat1	1.9096	rgb(222,126,127)
Fosl2	Malat1	1.9587	rgb(222,123,124)
Nfe2l2	Malat1	1.9764	rgb(222,123,124)
Stat3	Malt1	1.8017	rgb(222,131,132)
Rorc	Malt1	-1.7523	rgb(122,159,234)
Fosl2	Malt1	1.9168	rgb(222,125,126)
Hif1a	Malt1	1.7608	rgb(222,133,134)
Hif1a	Maml1	1.6453	rgb(222,138,139)
Batf	Maml2	1.9783	rgb(222,122,123)
Irf4	Maml2	1.978	rgb(222,122,123)
Stat3	Maml2	1.934	rgb(222,125,126)
Rorc	Maml2	-1.8748	rgb(115,155,235)
Stat3	Man1a	1.8139	rgb(222,130,131)
Rorc	Man1a	-1.9635	rgb(110,152,236)
Fosl2	Man1a	1.9474	rgb(222,124,125)
Nfe2l2	Man1a	1.3774	rgb(221,151,152)
Irf4	Man2a2	1.814	rgb(222,130,131)
Rorc	Manbal	1.0624	rgb(220,166,167)
Irf4	Manf	1.3975	rgb(221,150,151)
Maf	Map2k1	-1.4366	rgb(139,170,231)
Hif1a	Map2k1	1.8148	rgb(222,130,131)
Batf	Map2k4	-1.9431	rgb(111,153,235)
Rorc	Map2k6	-1.5725	rgb(132,165,232)
Hif1a	Map2k6	1.5441	rgb(221,143,144)
Irf4	Map3k1	1.9415	rgb(222,124,125)
Stat3	Map3k1	1.7576	rgb(222,133,134)
Hif1a	Map3k1	1.8657	rgb(222,128,129)
Hif1a	Map3k10	1.4296	rgb(221,149,149)
Hif1a	Map3k11	1.7808	rgb(222,132,133)
Etv6	Map3k11	-1.71	rgb(124,161,233)
Hif1a	Map3k4	1.4546	rgb(221,147,148)
Stat3	Map3k5	1.8155	rgb(222,130,131)
Rorc	Map3k5	-1.6474	rgb(128,163,233)
Maf	Map3k7	-1.1489	rgb(155,179,228)
Batf	Map3k8	1.9356	rgb(222,124,125)
Irf4	Map3k8	1.9465	rgb(222,124,125)
Stat3	Map3k8	1.8947	rgb(222,126,127)
Hif1a	Map4k2	1.6487	rgb(222,138,139)
Irf4	Map4k4	1.887	rgb(222,127,128)
Stat3	Map4k4	1.4234	rgb(221,149,150)
Rorc	Map4k4	-1.8033	rgb(119,157,234)
Stat3	Map4k5	1.5423	rgb(221,143,144)
Batf	Mapk14	1.9382	rgb(222,124,125)
Irf4	Mapk14	1.8902	rgb(222,127,128)
Stat3	Mapk14	1.8392	rgb(222,129,130)
Rorc	Mapk14	1.8953	rgb(222,126,127)
Batf	Mapk3	1.0371	rgb(220,167,168)
Irf4	Mapk3	1.225	rgb(220,158,159)
Hif1a	Mapk8ip3	1.8617	rgb(222,128,129)
Batf	Mapkapk2	1.7876	rgb(222,132,132)
Fosl2	Mapkapk3	-1.9066	rgb(113,154,235)
Batf	Mapkbp1	-1.6819	rgb(126,161,233)
Stat3	Mapkbp1	1.0412	rgb(220,167,168)
Rorc	Mapkbp1	-1.3864	rgb(142,171,230)
Fosl2	Mapkbp1	1.6705	rgb(222,137,138)
Irf4	Mapre2	1.961	rgb(222,123,124)
Maf	Mapre2	-1.9412	rgb(112,153,235)
Fosl2	Mapre2	-1.9013	rgb(114,154,235)
Fosl2	March7	1.166	rgb(220,161,162)
Maf	Marcks	-1.3129	rgb(146,174,229)
Rorc	Marcks	1.5947	rgb(221,141,142)
Nfe2l2	Marcks	-1.3871	rgb(142,171,230)
Batf	Marcksl1	-1.5258	rgb(134,167,232)
Fosl2	Mars2	-1.3959	rgb(141,171,230)
Irf4	Marveld1	1.2664	rgb(220,156,157)
Stat3	Marveld1	1.3	rgb(221,155,156)
Hif1a	Mast3	1.777	rgb(222,132,133)
Batf	Mast4	1.8483	rgb(222,129,130)
Irf4	Mast4	1.623	rgb(221,139,140)
Maf	Mast4	-1.8006	rgb(119,158,234)
Stat3	Mast4	1.0938	rgb(220,165,165)
Rorc	Mast4	1.8917	rgb(222,127,128)
Fosl2	Mast4	-1.8907	rgb(114,155,235)
Batf	Mat2a	-1.5478	rgb(133,166,232)
Fosl2	Mat2a	-1.7313	rgb(123,160,233)
Batf	Matk	1.3093	rgb(221,154,155)
Stat3	Matk	1.1583	rgb(220,162,162)
Fosl2	Matk	1.5747	rgb(221,142,143)
Hif1a	Matk	1.8905	rgb(222,127,128)
Hif1a	Max	1.6755	rgb(222,137,138)
Batf	Maz	-1.6574	rgb(127,162,233)
Hif1a	Mbd2	1.4502	rgb(221,148,148)
Batf	Mbnl1	-1.8755	rgb(115,155,235)
Batf	Mbnl2	1.7819	rgb(222,132,133)
Maf	Mbnl2	-1.0802	rgb(158,181,227)
Batf	Mbnl3	-1.2493	rgb(149,176,229)
Fosl2	Mboat1	-1.8453	rgb(117,156,235)
Irf4	Mboat2	1.4137	rgb(221,149,150)
Stat3	Mboat2	1.0286	rgb(220,168,168)
Hif1a	Mboat2	1.278	rgb(221,156,157)
Batf	Mbp	-1.9282	rgb(112,153,235)
Maf	Mbp	-1.2605	rgb(149,175,229)
Rorc	Mcl1	-1.906	rgb(113,154,235)
Batf	Mcm2	-1.0919	rgb(158,181,227)
Irf4	Mcm3	1.4439	rgb(221,148,149)
Etv6	Mcoln1	-1.3363	rgb(144,173,230)
Batf	Mctp2	1.9561	rgb(222,124,124)
Stat3	Mctp2	1.9213	rgb(222,125,126)
Rorc	Mctp2	-1.661	rgb(127,162,233)
Fosl2	Mctp2	1.9266	rgb(222,125,126)
Hif1a	Mctp2	1.2564	rgb(220,157,158)
Irf4	Mdc1	1.904	rgb(222,126,127)
Irf4	Mdfic	1.9367	rgb(222,124,125)
Maf	Mdfic	-1.9446	rgb(111,153,235)
Stat3	Mdfic	1.8401	rgb(222,129,130)
Fosl2	Mdfic	-1.8857	rgb(115,155,235)
Rorc	Mdh1	-1.1897	rgb(152,178,228)
Maf	Mdm1	-1.8885	rgb(114,155,235)
Rorc	Mdm1	1.8855	rgb(222,127,128)
Maf	Mdm2	-1.6575	rgb(127,162,233)
Batf	Mdn1	-1.0545	rgb(160,182,227)
Stat3	Me2	1.4766	rgb(221,146,147)
Fosl2	Me2	1.691	rgb(222,136,137)
Hif1a	Me2	1.848	rgb(222,129,130)
Stat3	Med13	1.2417	rgb(220,158,158)
Stat3	Med13l	1.107	rgb(220,164,165)
Irf4	Med14	-1.6341	rgb(128,163,233)
Fosl2	Med14	-1.182	rgb(153,178,228)
Hif1a	Med21	1.5634	rgb(221,142,143)
Irf4	Med30	1.0057	rgb(220,169,169)
Batf	Med7	-1.874	rgb(115,155,235)
Batf	Meis3	1.3508	rgb(221,152,153)
Hif1a	Men1	1.7779	rgb(222,132,133)
Batf	Mesdc1	-1.0798	rgb(158,181,227)
Irf4	Metap1	1.6644	rgb(222,137,138)
Fosl2	Metap2	-1.3041	rgb(146,174,229)
Rorc	Mettl1	1.3126	rgb(221,154,155)
Fosl2	Mettl13	-1.0358	rgb(161,183,227)
Irf4	Mex3b	-1.6663	rgb(127,162,233)
Irf4	Mex3d	1.49	rgb(221,146,147)
Hif1a	Mfap3	1.7363	rgb(222,134,135)
Batf	Mfhas1	1.9653	rgb(222,123,124)
Irf4	Mfhas1	1.9922	rgb(222,122,123)
Maf	Mfhas1	-1.9747	rgb(110,152,236)
Stat3	Mfhas1	1.9765	rgb(222,123,124)
Rorc	Mfhas1	1.9825	rgb(222,122,123)
Hif1a	Mfsd2a	1.8234	rgb(222,130,131)
Stat3	Mfsd6	1.5262	rgb(221,144,145)
Fosl2	Mfsd7b	-1.8597	rgb(116,156,235)
Batf	Mgat1	-1.8547	rgb(116,156,235)
Hif1a	Mgat1	1.2602	rgb(220,157,157)
Etv6	Mgat1	-1.4955	rgb(136,168,231)
Batf	Mgat5	-1.9319	rgb(112,153,235)
Irf4	Mgat5	-1.9906	rgb(109,151,236)
Maf	Mgat5	-1.976	rgb(110,152,236)
Fosl2	Mgat5	-1.9656	rgb(110,152,236)
Nfe2l2	Mgat5	1.0286	rgb(220,168,168)
Stat3	Mgea5	1.6166	rgb(221,140,141)
Batf	Mgll	1.9687	rgb(222,123,124)
Irf4	Mgll	1.8687	rgb(222,128,129)
Stat3	Mgll	1.9878	rgb(222,122,123)
Rorc	Mgll	-1.8927	rgb(114,154,235)
Fosl2	Mgll	-1.965	rgb(110,152,236)
Stat3	Mgrn1	1.6177	rgb(221,140,140)
Irf4	Mgst2	-1.2937	rgb(147,174,229)
Batf	Mgst3	1.1415	rgb(220,162,163)
Irf4	Mib2	1.1867	rgb(220,160,161)
Fosl2	Mid1	-1.0006	rgb(163,184,227)
Stat3	Midn	1.9185	rgb(222,125,126)
Etv6	Midn	-1.9302	rgb(112,153,235)
Stat3	Mier1	1.2818	rgb(221,156,156)
Hif1a	Mif	1.893	rgb(222,127,127)
Irf4	Mif4gd	1.6411	rgb(222,139,139)
Batf	Mir17hg	-1.3149	rgb(146,174,230)
Rorc	Mir1949	1.5894	rgb(221,141,142)
Batf	Mir3064	-1.7685	rgb(121,159,234)
Nfe2l2	Mir3091	1.4578	rgb(221,147,148)
Hif1a	Mir3091	1.7836	rgb(222,132,133)
Hif1a	Mknk2	1.7435	rgb(222,134,135)
Hif1a	Mlec	1.7096	rgb(222,135,136)
Batf	Mlkl	1.1458	rgb(220,162,163)
Fosl2	Mlkl	1.5239	rgb(221,144,145)
Irf4	Mllt11	1.8135	rgb(222,130,131)
Maf	Mllt3	-1.5229	rgb(134,167,231)
Fosl2	Mllt4	1.1909	rgb(220,160,161)
Hif1a	Mllt6	1.8195	rgb(222,130,131)
Batf	Mmd	1.4891	rgb(221,146,147)
Irf4	Mmd	-1.5608	rgb(132,165,232)
Fosl2	Mmd	-1.492	rgb(136,168,231)
Batf	Mnda	-1.1576	rgb(154,179,228)
Irf4	Mnda	-1.3633	rgb(143,172,230)
Maf	Mnda	1.3514	rgb(221,152,153)
Stat3	Mnda	-1.2537	rgb(149,176,229)
Fosl2	Mnda	-1.1915	rgb(152,178,228)
Batf	Mndal	-1.6986	rgb(125,161,233)
Irf4	Mndal	-1.6818	rgb(126,161,233)
Maf	Mndal	-1.695	rgb(125,161,233)
Fosl2	Mndal	-1.8505	rgb(117,156,235)
Fosl2	Mns1	-1.5421	rgb(133,166,232)
Batf	Mogs	-1.5711	rgb(132,165,232)
Etv6	Mon1b	-1.7179	rgb(124,160,233)
Batf	Morn4	1.886	rgb(222,127,128)
Irf4	Morn4	1.7916	rgb(222,131,132)
Etv6	Morn4	-1.5694	rgb(132,165,232)
Maf	Mospd3	1.4121	rgb(221,150,150)
Etv6	Mospd3	-1.8285	rgb(118,157,234)
Irf4	Mov10	-1.6111	rgb(130,164,232)
Stat3	Mov10	-1.2517	rgb(149,176,229)
Rorc	Mov10	-1.2776	rgb(148,175,229)
Fosl2	Mov10	1.3139	rgb(221,154,155)
Hif1a	Mov10	1.1986	rgb(220,160,160)
Stat3	Mpeg1	-1.3397	rgb(144,173,230)
Batf	Mphosph6	1.168	rgb(220,161,162)
Irf4	Mphosph6	1.2228	rgb(220,159,159)
Maf	Mphosph6	-1.1085	rgb(157,180,228)
Stat3	Mphosph6	1.2158	rgb(220,159,159)
Fosl2	Mphosph6	-1.5207	rgb(134,167,231)
Batf	Mpp2	1.6237	rgb(221,139,140)
Irf4	Mpp2	1.814	rgb(222,130,131)
Stat3	Mpp2	1.5706	rgb(221,142,143)
Fosl2	Mpp2	1.0597	rgb(220,166,167)
Hif1a	Mpp2	1.7485	rgb(222,133,134)
Fosl2	Mpp6	-1.0688	rgb(159,182,227)
Fosl2	Mpst	1.1487	rgb(220,162,163)
Stat3	Mpzl2	-1.5713	rgb(132,165,232)
Etv6	Mpzl2	1.8422	rgb(222,129,130)
Batf	Mpzl3	-1.9351	rgb(112,153,235)
Maf	Mpzl3	-1.7094	rgb(124,161,233)
Stat3	Mpzl3	-1.4783	rgb(137,168,231)
Fosl2	Mpzl3	-1.8321	rgb(118,156,234)
Maf	Mri1	1.1207	rgb(220,163,164)
Maf	Mrpl1	-1.8593	rgb(116,156,235)
Fosl2	Mrpl12	-1.0561	rgb(160,182,227)
Batf	Mrpl13	-1.6517	rgb(127,162,233)
Hif1a	Mrpl14	1.3279	rgb(221,154,154)
Fosl2	Mrpl16	-1.2979	rgb(147,174,229)
Fosl2	Mrpl42	-1.078	rgb(158,181,227)
Hif1a	Mrpl54	1.7537	rgb(222,133,134)
Fosl2	Mrpl55	-1.0088	rgb(162,184,227)
Rorc	Mrps18c	-1.3442	rgb(144,173,230)
Hif1a	Mrps26	1.6614	rgb(222,138,138)
Hif1a	Mrps33	1.4892	rgb(221,146,147)
Irf4	Mrps6	-1.7045	rgb(124,161,233)
Fosl2	Mrps6	-1.29	rgb(147,174,229)
Hif1a	Mrs2	1.4769	rgb(221,146,147)
Fosl2	Mrto4	-1.4788	rgb(137,168,231)
Batf	Ms4a4b	1.7666	rgb(222,133,133)
Irf4	Ms4a4b	-1.8612	rgb(116,156,235)
Maf	Ms4a4b	-1.9076	rgb(113,154,235)
Fosl2	Ms4a4b	-1.7841	rgb(120,158,234)
Irf4	Ms4a4c	-1.4104	rgb(140,170,230)
Maf	Ms4a4c	-1.5	rgb(136,167,231)
Batf	Ms4a6b	1.9276	rgb(222,125,126)
Irf4	Ms4a6b	1.9671	rgb(222,123,124)
Maf	Ms4a6b	-1.952	rgb(111,153,236)
Stat3	Ms4a6b	1.8873	rgb(222,127,128)
Rorc	Ms4a6b	-1.6397	rgb(128,163,233)
Rorc	Ms4a6c	-1.744	rgb(122,159,234)
Fosl2	Ms4a6c	1.7934	rgb(222,131,132)
Batf	Ms4a6d	1.7105	rgb(222,135,136)
Maf	Ms4a6d	-1.7124	rgb(124,160,233)
Stat3	Msi2	1.7854	rgb(222,132,133)
Batf	Mt1	1.8283	rgb(222,130,131)
Irf4	Mt1	1.8321	rgb(222,129,130)
Stat3	Mt1	1.7391	rgb(222,134,135)
Rorc	Mt1	-1.521	rgb(134,167,231)
Nfe2l2	Mt1	-1.7073	rgb(124,161,233)
Hif1a	Mt1	1.6984	rgb(222,136,137)
Etv6	Mt1	-1.6178	rgb(129,164,232)
Batf	Mt2	1.544	rgb(221,143,144)
Stat3	Mt2	1.7361	rgb(222,134,135)
Rorc	Mt2	-1.4557	rgb(138,169,231)
Fosl2	Mt2	-1.5853	rgb(131,165,232)
Nfe2l2	Mt2	-1.7022	rgb(125,161,233)
Hif1a	Mt2	1.6977	rgb(222,136,137)
Etv6	Mt2	-1.6202	rgb(129,163,232)
Fosl2	Mtap	-1.7789	rgb(120,158,234)
Maf	Mtf2	-1.3089	rgb(146,174,229)
Fosl2	Mtfr1	-1.3477	rgb(144,172,230)
Batf	Mthfd1	-1.0467	rgb(160,182,227)
Hif1a	Mthfd1l	1.6579	rgb(222,138,139)
Irf4	Mthfd2	1.8758	rgb(222,127,128)
Hif1a	Mthfd2	-1.3429	rgb(144,173,230)
Rorc	Mtrf1	-1.6177	rgb(129,164,232)
Irf4	Mtss1	1.9048	rgb(222,126,127)
Batf	Mxd1	-1.0824	rgb(158,181,227)
Fosl2	Mxd1	1.2077	rgb(220,159,160)
Hif1a	Mxd3	1.8524	rgb(222,128,129)
Batf	Mxd4	1.2311	rgb(220,158,159)
Fosl2	Mxd4	1.1839	rgb(220,160,161)
Hif1a	Mxd4	1.4855	rgb(221,146,147)
Batf	Mxi1	1.9305	rgb(222,125,126)
Irf4	Mxi1	1.9558	rgb(222,124,124)
Stat3	Mxi1	1.4451	rgb(221,148,149)
Fosl2	Mxi1	1.9447	rgb(222,124,125)
Hif1a	Mxi1	1.9453	rgb(222,124,125)
Irf4	Myb	-1.8835	rgb(115,155,235)
Stat3	Myb	-1.3687	rgb(143,172,230)
Rorc	Myb	1.8451	rgb(222,129,130)
Fosl2	Myb	1.8486	rgb(222,129,130)
Hif1a	Myb	1.4887	rgb(221,146,147)
Batf	Mybl2	-1.4528	rgb(138,169,231)
Hif1a	Myc	1.8566	rgb(222,128,129)
Etv6	Myc	-1.7267	rgb(123,160,233)
Batf	Myh10	1.0379	rgb(220,167,168)
Maf	Myh10	-1.0214	rgb(162,183,227)
Fosl2	Myh9	-1.9462	rgb(111,153,236)
Maf	Myl6	-1.648	rgb(128,163,233)
Hif1a	Myl6	1.4975	rgb(221,145,146)
Nfe2l2	Myl6b	1.2556	rgb(220,157,158)
Nfe2l2	Mylpf	1.8233	rgb(222,130,131)
Batf	Myo10	1.9521	rgb(222,124,125)
Stat3	Myo10	1.2992	rgb(221,155,156)
Fosl2	Myo10	1.8653	rgb(222,128,129)
Hif1a	Myo10	1.2204	rgb(220,159,159)
Irf4	Myo18a	1.7683	rgb(222,132,133)
Fosl2	Myo19	-1.3588	rgb(143,172,230)
Irf4	Myo1e	-1.0024	rgb(163,184,227)
Fosl2	Myo1e	-1.0168	rgb(162,183,227)
Batf	Myo1g	1.5244	rgb(221,144,145)
Maf	Myo1g	-1.863	rgb(116,155,235)
Irf4	Myo5a	1.732	rgb(222,134,135)
Fosl2	Myo5a	-1.769	rgb(121,159,234)
Hif1a	Myo9b	1.6544	rgb(222,138,139)
Rorc	N4bp2l1	-1.1838	rgb(153,178,228)
Fosl2	N4bp2l1	1.2406	rgb(220,158,158)
Rorc	N4bp3	1.3149	rgb(221,154,155)
Batf	Naa20	-1.5837	rgb(131,165,232)
Batf	Naa25	-1.157	rgb(154,179,228)
Batf	Naa50	-1.0018	rgb(163,184,227)
Maf	Naa50	-1.2912	rgb(147,174,229)
Fosl2	Naaa	1.0455	rgb(220,167,168)
Rorc	Nab1	-1.4929	rgb(136,168,231)
Batf	Nab2	-1.9054	rgb(114,154,235)
Fosl2	Nab2	-1.798	rgb(119,158,234)
Maf	Nae1	-1.0311	rgb(161,183,227)
Batf	Naf1	-1.1956	rgb(152,178,228)
Fosl2	Naga	1.0389	rgb(220,167,168)
Fosl2	Nagpa	-1.1141	rgb(157,180,228)
Nfe2l2	Nagpa	1.5592	rgb(221,142,143)
Stat3	Nampt	-1.6374	rgb(128,163,233)
Hif1a	Nampt	1.8044	rgb(222,131,132)
Hif1a	Nanos1	1.6114	rgb(221,140,141)
Hif1a	Nap1l4	1.5575	rgb(221,143,143)
Maf	Narf	-1.1923	rgb(152,178,228)
Hif1a	Narf	1.9637	rgb(222,123,124)
Irf4	Nars	1.109	rgb(220,164,165)
Batf	Nars2	1.754	rgb(222,133,134)
Batf	Nasp	-1.1253	rgb(156,180,228)
Fosl2	Nat10	-1.1548	rgb(154,179,228)
Etv6	Nbeal2	-1.309	rgb(146,174,229)
Batf	Ncapg2	-1.1428	rgb(155,179,228)
Hif1a	Ncaph2	1.7873	rgb(222,132,132)
Hif1a	Ncbp2	1.5672	rgb(221,142,143)
Fosl2	Ncdn	-1.0931	rgb(158,181,227)
Batf	Ncf1	-1.0939	rgb(158,181,227)
Batf	Nck2	1.9465	rgb(222,124,125)
Batf	Nckap1	1.1525	rgb(220,162,162)
Stat3	Nckap1	1.0863	rgb(220,165,166)
Hif1a	Nckap5l	1.3271	rgb(221,154,154)
Irf4	Nckipsd	1.3582	rgb(221,152,153)
Hif1a	Nckipsd	1.4858	rgb(221,146,147)
Batf	Ncoa1	1.9636	rgb(222,123,124)
Irf4	Ncoa1	1.9573	rgb(222,123,124)
Stat3	Ncoa1	1.1917	rgb(220,160,161)
Irf4	Ncoa2	-1.9742	rgb(110,152,236)
Maf	Ncoa2	-1.89	rgb(114,155,235)
Batf	Ncs1	1.8729	rgb(222,127,128)
Irf4	Ncs1	1.8953	rgb(222,126,127)
Stat3	Ncs1	1.9437	rgb(222,124,125)
Fosl2	Ncs1	-1.8521	rgb(116,156,235)
Hif1a	Ncs1	1.7289	rgb(222,134,135)
Batf	Ndrg1	1.8791	rgb(222,127,128)
Irf4	Ndrg1	1.8552	rgb(222,128,129)
Maf	Ndrg1	-1.5533	rgb(133,166,232)
Stat3	Ndrg1	1.378	rgb(221,151,152)
Fosl2	Ndrg1	1.7311	rgb(222,134,135)
Hif1a	Ndrg1	1.6987	rgb(222,136,137)
Batf	Ndrg2	1.0836	rgb(220,165,166)
Irf4	Ndrg2	1.1028	rgb(220,164,165)
Stat3	Ndrg2	1.4452	rgb(221,148,149)
Fosl2	Ndrg2	1.0652	rgb(220,166,167)
Hif1a	Ndrg2	1.7392	rgb(222,134,135)
Batf	Ndst1	1.1931	rgb(220,160,161)
Stat3	Ndst1	1.2856	rgb(221,156,156)
Rorc	Ndst1	1.685	rgb(222,136,137)
Rorc	Ndufa6	-1.2965	rgb(147,174,229)
Hif1a	Ndufaf3	1.7055	rgb(222,135,136)
Fosl2	Ndufaf4	-1.0932	rgb(158,181,227)
Maf	Ndufb2	-1.0338	rgb(161,183,227)
Rorc	Ndufv2	-1.2353	rgb(150,176,229)
Rorc	Ndufv3	-1.7395	rgb(123,160,234)
Hif1a	Ndufv3	1.8617	rgb(222,128,129)
Irf4	Neat1	1.922	rgb(222,125,126)
Stat3	Neat1	1.9592	rgb(222,123,124)
Rorc	Neat1	-1.9038	rgb(114,154,235)
Fosl2	Neat1	1.9547	rgb(222,124,125)
Hif1a	Neat1	1.8521	rgb(222,128,129)
Batf	Nebl	1.9867	rgb(222,122,123)
Irf4	Nebl	1.977	rgb(222,123,123)
Rorc	Nebl	1.9775	rgb(222,122,123)
Fosl2	Nebl	1.9713	rgb(222,123,124)
Hif1a	Necap2	1.6167	rgb(221,140,141)
Fosl2	Nedd4	1.882	rgb(222,127,128)
Batf	Nedd9	-1.9231	rgb(113,153,235)
Maf	Nedd9	-1.9083	rgb(113,154,235)
Fosl2	Nedd9	-1.9441	rgb(111,153,235)
Fosl2	Nefh	-1.0465	rgb(160,182,227)
Hif1a	Nefh	1.5476	rgb(221,143,144)
Batf	Neil3	-1.3402	rgb(144,173,230)
Hif1a	Nek1	1.8148	rgb(222,130,131)
Irf4	Nek6	-1.8109	rgb(119,157,234)
Maf	Nek6	-1.8941	rgb(114,154,235)
Rorc	Nek6	-1.4903	rgb(136,168,231)
Fosl2	Nek6	-1.8615	rgb(116,156,235)
Batf	Neto2	-1.2002	rgb(152,177,228)
Maf	Neto2	-1.0314	rgb(161,183,227)
Fosl2	Neto2	-1.425	rgb(140,170,231)
Etv6	Neu1	-1.4371	rgb(139,170,231)
Batf	Neu3	1.9484	rgb(222,124,125)
Irf4	Neu3	1.8429	rgb(222,129,130)
Maf	Neu3	-1.7744	rgb(121,158,234)
Irf4	Neurl3	-1.9214	rgb(113,154,235)
Stat3	Neurl3	1.5278	rgb(221,144,145)
Fosl2	Neurl3	1.8755	rgb(222,127,128)
Etv6	Neurl3	-1.5319	rgb(134,166,232)
Irf4	Nf1	1.7869	rgb(222,132,132)
Fosl2	Nfat5	1.5312	rgb(221,144,145)
Batf	Nfatc1	-1.9625	rgb(110,152,236)
Fosl2	Nfatc1	-1.9363	rgb(112,153,235)
Stat3	Nfatc2	1.9763	rgb(222,123,124)
Hif1a	Nfatc2	1.7861	rgb(222,132,133)
Nfe2l2	Nfe2l2	1.7736	rgb(222,132,133)
Batf	Nfil3	1.9587	rgb(222,123,124)
Irf4	Nfil3	1.8751	rgb(222,127,128)
Stat3	Nfil3	1.9106	rgb(222,126,127)
Rorc	Nfil3	-1.9597	rgb(111,152,236)
Fosl2	Nfil3	1.9592	rgb(222,123,124)
Hif1a	Nfil3	1.8587	rgb(222,128,129)
Maf	Nfkb2	-1.8284	rgb(118,157,234)
Batf	Nfkbia	-1.778	rgb(120,158,234)
Maf	Nfkbia	-1.9087	rgb(113,154,235)
Rorc	Nfkbia	1.8896	rgb(222,127,128)
Fosl2	Nfkbia	-1.5061	rgb(135,167,231)
Rorc	Nfkbid	1.5101	rgb(221,145,146)
Fosl2	Nfkbid	-1.7943	rgb(120,158,234)
Maf	Nfkbil1	-1.8605	rgb(116,156,235)
Stat3	Nfyb	1.5281	rgb(221,144,145)
Hif1a	Nfyb	1.5279	rgb(221,144,145)
Rorc	Ngly1	-1.272	rgb(148,175,229)
Maf	Ngrn	-1.2191	rgb(151,177,229)
Nfe2l2	Nhej1	1.2397	rgb(220,158,158)
Fosl2	Nhp2	-1.0806	rgb(158,181,227)
Fosl2	Nhp2l1	-1.1024	rgb(157,181,227)
Batf	Nid1	-1.7611	rgb(121,159,234)
Irf4	Nid1	-1.6206	rgb(129,163,232)
Fosl2	Nipal3	1.566	rgb(221,142,143)
Hif1a	Nisch	1.593	rgb(221,141,142)
