Regulator	Target	Weight	stroke
Stat3	Arid5a	1.9824	rgb(222,122,123)
Rorc	Arid5a	-1.9436	rgb(111,153,235)
Fosl2	Arid5a	1.9171	rgb(222,125,126)
Hif1a	Arid5a	1.8287	rgb(222,130,131)
Batf	Arid5b	-1.9398	rgb(112,153,235)
Stat3	Arid5b	1.9221	rgb(222,125,126)
Hif1a	Arih2	1.5757	rgb(221,142,142)
Irf4	Arl10	1.8758	rgb(222,127,128)
Fosl2	Arl15	-1.3458	rgb(144,173,230)
Irf4	Arl4a	-1.0069	rgb(162,184,227)
Batf	Arl4c	1.9126	rgb(222,126,127)
Irf4	Arl4c	1.8651	rgb(222,128,129)
Maf	Arl4c	-1.9067	rgb(113,154,235)
Stat3	Arl4c	1.7911	rgb(222,131,132)
Rorc	Arl4c	-1.4073	rgb(141,171,230)
Fosl2	Arl4c	1.8108	rgb(222,130,131)
Fosl2	Arl5c	1.5594	rgb(221,142,143)
Nfe2l2	Arl5c	1.366	rgb(221,152,152)
Batf	Arl6ip1	-1.8716	rgb(115,155,235)
Hif1a	Arl6ip5	1.8397	rgb(222,129,130)
Irf4	Arl8a	1.0235	rgb(220,168,169)
Fosl2	Armc6	-1.5629	rgb(132,165,232)
Irf4	Armcx6	1.6784	rgb(222,137,138)
Stat3	Arntl	1.0616	rgb(220,166,167)
Rorc	Arntl	1.9123	rgb(222,126,127)
Hif1a	Arpc2	1.7883	rgb(222,132,132)
Batf	Arrb1	1.3586	rgb(221,152,153)
Irf4	Arrb1	1.1201	rgb(220,163,164)
Stat3	Arrb1	1.2439	rgb(220,158,158)
Fosl2	Arrb1	1.5022	rgb(221,145,146)
Hif1a	Arrb1	1.8302	rgb(222,130,130)
Irf4	Arrb2	1.4105	rgb(221,150,150)
Fosl2	Arrdc3	1.0751	rgb(220,166,166)
Fosl2	Arrdc4	1.067	rgb(220,166,167)
Irf4	Arsb	-1.7514	rgb(122,159,234)
Fosl2	Arsb	-1.7664	rgb(121,159,234)
Maf	Asah1	-1.0295	rgb(161,183,227)
Stat3	Asap1	-1.4113	rgb(140,170,230)
Batf	Asb2	1.9042	rgb(222,126,127)
Irf4	Asb2	-1.8269	rgb(118,157,234)
Maf	Asb2	-1.9448	rgb(111,153,235)
Rorc	Asb2	-1.7487	rgb(122,159,234)
Fosl2	Asb2	1.9213	rgb(222,125,126)
Etv6	Asb2	1.2868	rgb(221,155,156)
Hif1a	Asb3	1.315	rgb(221,154,155)
Batf	Asf1a	-1.1569	rgb(154,179,228)
Hif1a	Asl	1.3406	rgb(221,153,154)
Irf4	Asns	1.0571	rgb(220,166,167)
Batf	Asph	1.9544	rgb(222,124,125)
Irf4	Asph	1.9358	rgb(222,124,125)
Stat3	Asph	1.1954	rgb(220,160,160)
Hif1a	Asph	1.6768	rgb(222,137,138)
Maf	Aste1	-1.0856	rgb(158,181,227)
Batf	Atad1	-1.8302	rgb(118,157,234)
Fosl2	Atad3a	-1.0816	rgb(158,181,227)
Batf	Atad5	-1.6594	rgb(127,162,233)
Batf	Atf3	-1.7778	rgb(120,158,234)
Irf4	Atf3	1.229	rgb(220,158,159)
Maf	Atf3	-1.3963	rgb(141,171,230)
Stat3	Atf3	-1.2883	rgb(147,174,229)
Fosl2	Atf3	1.4677	rgb(221,147,148)
Hif1a	Atf5	-1.6634	rgb(127,162,233)
Irf4	Atf6	1.9238	rgb(222,125,126)
Stat3	Atf6	1.6852	rgb(222,136,137)
Etv6	Atf6b	-1.4314	rgb(139,170,231)
Hif1a	Atg16l1	1.3858	rgb(221,151,151)
Hif1a	Atg2b	1.6266	rgb(221,139,140)
Irf4	Atg3	1.641	rgb(222,139,139)
Rorc	Atg3	-1.3207	rgb(145,173,230)
Stat3	Atg9a	1.2096	rgb(220,159,160)
Hif1a	Atg9a	1.929	rgb(222,125,126)
Batf	Atg9b	1.8258	rgb(222,130,131)
Stat3	Atg9b	1.7005	rgb(222,136,137)
Hif1a	Atg9b	1.9013	rgb(222,126,127)
Stat3	Athl1	1.3522	rgb(221,152,153)
Rorc	Atl3	-1.5021	rgb(135,167,231)
Irf4	Atmin	1.4275	rgb(221,149,149)
Maf	Atp10a	-1.9294	rgb(112,153,235)
Stat3	Atp10a	1.6547	rgb(222,138,139)
Fosl2	Atp10a	-1.9847	rgb(109,151,236)
Batf	Atp10d	1.9205	rgb(222,125,126)
Irf4	Atp10d	1.905	rgb(222,126,127)
Stat3	Atp10d	1.7204	rgb(222,135,136)
Fosl2	Atp10d	1.7459	rgb(222,134,134)
Batf	Atp11a	-1.0304	rgb(161,183,227)
Stat3	Atp11a	-1.0783	rgb(158,181,227)
Rorc	Atp11b	-1.0775	rgb(158,181,227)
Fosl2	Atp11b	1.726	rgb(222,135,135)
Hif1a	Atp11b	1.608	rgb(221,140,141)
Batf	Atp1a1	-1.6435	rgb(128,163,233)
Irf4	Atp1a1	-1.6312	rgb(128,163,233)
Fosl2	Atp1a1	-1.7523	rgb(122,159,234)
Maf	Atp1b1	-1.3062	rgb(146,174,229)
Fosl2	Atp2a2	-1.7851	rgb(120,158,234)
Maf	Atp2a3	-1.7244	rgb(123,160,233)
Stat3	Atp2a3	1.4547	rgb(221,147,148)
Fosl2	Atp2a3	1.2641	rgb(220,157,157)
Batf	Atp2b1	-1.5398	rgb(133,166,232)
Maf	Atp2b1	-1.3264	rgb(145,173,230)
Hif1a	Atp5d	1.8648	rgb(222,128,129)
Hif1a	Atp5e	1.3749	rgb(221,151,152)
Maf	Atp5f1	-1.1139	rgb(157,180,228)
Nfe2l2	Atp5j	-1.6098	rgb(130,164,232)
Batf	Atp6v0a1	1.8612	rgb(222,128,129)
Stat3	Atp6v0a1	1.7032	rgb(222,136,136)
Fosl2	Atp6v0a1	1.8614	rgb(222,128,129)
Etv6	Atp6v0a1	-1.6746	rgb(126,162,233)
Maf	Atp6v0a2	-1.1825	rgb(153,178,228)
Stat3	Atp6v0c	-1.6433	rgb(128,163,233)
Hif1a	Atp6v0d1	1.6422	rgb(222,139,139)
Batf	Atp6v0d2	1.8116	rgb(222,130,131)
Hif1a	Atp6v0e	1.3594	rgb(221,152,153)
Rorc	Atp6v1d	-1.0804	rgb(158,181,227)
Hif1a	Atp7a	1.216	rgb(220,159,159)
Batf	Atp8b4	1.9645	rgb(222,123,124)
Irf4	Atp8b4	-1.9758	rgb(110,152,236)
Maf	Atp8b4	-1.9541	rgb(111,152,236)
Rorc	Atp8b4	-1.641	rgb(128,163,233)
Hif1a	Atp8b4	1.0064	rgb(220,169,169)
Irf4	Atpif1	1.0844	rgb(220,165,166)
Batf	Atrnl1	1.931	rgb(222,125,126)
Irf4	Atrnl1	1.9184	rgb(222,125,126)
Stat3	Atrnl1	1.8951	rgb(222,126,127)
Irf4	Atxn1	1.9968	rgb(222,122,123)
Maf	Atxn1	-1.9859	rgb(109,151,236)
Stat3	Atxn1	1.9403	rgb(222,124,125)
Hif1a	Atxn7l1	1.6061	rgb(221,140,141)
Hif1a	Atxn7l2	1.8066	rgb(222,131,132)
Rorc	Auh	-1.9332	rgb(112,153,235)
Fosl2	Auh	1.9159	rgb(222,125,126)
Batf	Aup1	-1.3849	rgb(142,171,230)
Batf	Aurkb	-1.7853	rgb(120,158,234)
Hif1a	Aurkb	1.8302	rgb(222,130,130)
Irf4	Avpi1	1.9247	rgb(222,125,126)
Stat3	Avpi1	1.8938	rgb(222,126,127)
Rorc	Avpi1	1.9603	rgb(222,123,124)
Hif1a	Avpi1	1.5407	rgb(221,143,144)
Irf4	Axin2	1.7005	rgb(222,136,137)
Stat3	Axl	1.8978	rgb(222,126,127)
Fosl2	Axl	-1.9402	rgb(112,153,235)
Etv6	Axl	1.5973	rgb(221,141,141)
Batf	B2m	-1.7948	rgb(120,158,234)
Stat3	B2m	-1.5884	rgb(131,165,232)
Fosl2	B2m	1.7797	rgb(222,132,133)
Etv6	B3gat3	-1.663	rgb(127,162,233)
Maf	B3gnt2	-1.8648	rgb(116,155,235)
Fosl2	B3gnt2	-1.7865	rgb(120,158,234)
Fosl2	B430306N03Rik	1.533	rgb(221,144,144)
Irf4	B4galnt1	-1.8486	rgb(117,156,235)
Stat3	B4galnt1	-1.7821	rgb(120,158,234)
Fosl2	B4galnt1	-1.6904	rgb(125,161,233)
Batf	B4galnt4	1.9356	rgb(222,124,125)
Irf4	B4galnt4	1.9334	rgb(222,125,126)
Maf	B4galnt4	1.9299	rgb(222,125,126)
Stat3	B4galnt4	1.9408	rgb(222,124,125)
Hif1a	B4galnt4	1.3642	rgb(221,152,152)
Maf	B4galt1	1.9758	rgb(222,123,124)
Rorc	B4galt1	-1.8868	rgb(115,155,235)
Fosl2	B4galt1	1.9241	rgb(222,125,126)
Maf	B4galt4	-1.0158	rgb(162,183,227)
Maf	B4galt5	-1.4319	rgb(139,170,231)
Stat3	B4galt5	-1.6497	rgb(127,163,233)
Fosl2	B4galt5	-1.7884	rgb(120,158,234)
Hif1a	B630005N14Rik	1.8037	rgb(222,131,132)
Hif1a	BC017643	1.8843	rgb(222,127,128)
Batf	BC021614	1.8551	rgb(222,128,129)
Stat3	BC021614	1.9572	rgb(222,123,124)
Fosl2	BC021614	1.8862	rgb(222,127,128)
Etv6	BC029214	-1.7513	rgb(122,159,234)
Irf4	BC029722	1.7713	rgb(222,132,133)
Stat3	BC030867	1.453	rgb(221,148,148)
Hif1a	BC030867	1.7797	rgb(222,132,133)
Etv6	BC037034	-1.7266	rgb(123,160,233)
Irf4	BC052040	1.7598	rgb(222,133,134)
Nfe2l2	BC055324	1.4855	rgb(221,146,147)
Stat3	Bach2	1.9196	rgb(222,125,126)
Fosl2	Bag2	-1.0154	rgb(162,183,227)
Hif1a	Bag2	1.3669	rgb(221,152,152)
Batf	Baiap2	-1.7685	rgb(121,159,234)
Batf	Basp1	1.0268	rgb(220,168,168)
Fosl2	Basp1	1.013	rgb(220,169,169)
Batf	Batf	1.9695	rgb(222,123,124)
Maf	Batf	-1.7058	rgb(124,161,233)
Stat3	Batf	1.9651	rgb(222,123,124)
Fosl2	Batf	-1.9495	rgb(111,153,236)
Maf	Batf3	-1.9049	rgb(114,154,235)
Stat3	Batf3	-1.7897	rgb(120,158,234)
Rorc	Batf3	-1.951	rgb(111,153,236)
Fosl2	Batf3	-1.8761	rgb(115,155,235)
Etv6	Bax	-1.4786	rgb(137,168,231)
Irf4	Baz2a	1.7434	rgb(222,134,135)
Irf4	Bcap29	-1.068	rgb(159,182,227)
Batf	Bcar1	1.5332	rgb(221,144,144)
Irf4	Bcar1	1.0293	rgb(220,168,168)
Hif1a	Bcar1	1.2874	rgb(221,155,156)
Maf	Bcat1	-1.4954	rgb(136,168,231)
Fosl2	Bcat1	-1.8073	rgb(119,157,234)
Batf	Bcl2	1.9529	rgb(222,124,125)
Stat3	Bcl2	1.9007	rgb(222,126,127)
Rorc	Bcl2	-1.9694	rgb(110,152,236)
Fosl2	Bcl2	1.9942	rgb(222,122,123)
Hif1a	Bcl2	1.9208	rgb(222,125,126)
Batf	Bcl2a1a	1.7301	rgb(222,134,135)
Maf	Bcl2a1a	-1.3276	rgb(145,173,230)
Fosl2	Bcl2a1a	-1.7686	rgb(121,159,234)
Batf	Bcl2a1b	1.9609	rgb(222,123,124)
Irf4	Bcl2a1b	-1.9049	rgb(114,154,235)
Maf	Bcl2a1b	-1.8685	rgb(116,155,235)
Fosl2	Bcl2a1b	-1.9314	rgb(112,153,235)
Batf	Bcl2a1c	1.3242	rgb(221,154,154)
Maf	Bcl2a1c	-1.1024	rgb(157,181,227)
Batf	Bcl2a1d	1.9657	rgb(222,123,124)
Irf4	Bcl2a1d	-1.8735	rgb(115,155,235)
Maf	Bcl2a1d	-1.8304	rgb(118,157,234)
Rorc	Bcl2a1d	1.7356	rgb(222,134,135)
Fosl2	Bcl2a1d	-1.9511	rgb(111,153,236)
Maf	Bcl2l1	-1.9313	rgb(112,153,235)
Rorc	Bcl2l1	1.9402	rgb(222,124,125)
Fosl2	Bcl2l1	-1.9215	rgb(113,154,235)
Batf	Bcl2l11	-1.9697	rgb(110,152,236)
Irf4	Bcl2l11	-1.9784	rgb(110,152,236)
Rorc	Bcl2l11	-1.8528	rgb(116,156,235)
Fosl2	Bcl2l11	1.9072	rgb(222,126,127)
Hif1a	Bcl2l11	1.7092	rgb(222,135,136)
Irf4	Bcl2l2	1.4376	rgb(221,148,149)
Irf4	Bcl3	1.9137	rgb(222,126,126)
Stat3	Bcl3	1.9708	rgb(222,123,124)
Rorc	Bcl3	-1.8388	rgb(117,156,234)
Hif1a	Bcl3	1.7558	rgb(222,133,134)
Batf	Bcl6	1.8966	rgb(222,126,127)
Stat3	Bcl6	1.9364	rgb(222,124,125)
Rorc	Bcl6	1.9429	rgb(222,124,125)
Fosl2	Bcl6	-1.8851	rgb(115,155,235)
Irf4	Bcorl1	1.1274	rgb(220,163,164)
Hif1a	Bcorl1	1.0908	rgb(220,165,165)
Nfe2l2	Bcs1l	1.6055	rgb(221,140,141)
Maf	Bdh1	-1.0367	rgb(161,183,227)
Irf4	Bdh2	-1.6968	rgb(125,161,233)
Stat3	Bdh2	1.5992	rgb(221,141,141)
Fosl2	Bdh2	-1.7964	rgb(119,158,234)
Hif1a	Bdh2	1.2541	rgb(220,157,158)
Batf	Bend3	-1.7081	rgb(124,161,233)
Irf4	Bend3	-1.6639	rgb(127,162,233)
Fosl2	Bend3	-1.6209	rgb(129,163,232)
Batf	Bend4	1.7352	rgb(222,134,135)
Maf	Bend4	-1.8686	rgb(116,155,235)
Stat3	Bend4	1.5364	rgb(221,144,144)
Rorc	Bend4	-1.4871	rgb(136,168,231)
Fosl2	Bend4	1.765	rgb(222,133,134)
Batf	Bend5	1.1818	rgb(220,161,161)
Irf4	Bend5	1.1003	rgb(220,164,165)
Fosl2	Bend5	1.031	rgb(220,168,168)
Hif1a	Bend5	1.4311	rgb(221,149,149)
Batf	Bhlhe40	1.9139	rgb(222,126,126)
Irf4	Bhlhe40	1.9593	rgb(222,123,124)
Maf	Bhlhe40	-1.9574	rgb(111,152,236)
Stat3	Bhlhe40	1.9505	rgb(222,124,125)
Rorc	Bik	1.5797	rgb(221,141,142)
Maf	Bin1	-1.5092	rgb(135,167,231)
Maf	Birc2	-1.625	rgb(129,163,232)
Irf4	Bivm	1.4974	rgb(221,145,146)
Batf	Blmh	-1.4015	rgb(141,171,230)
Hif1a	Bloc1s3	1.8482	rgb(222,129,130)
Fosl2	Blvrb	1.1422	rgb(220,162,163)
Maf	Bmi1	-1.7457	rgb(122,159,234)
Batf	Bmp2k	1.9407	rgb(222,124,125)
Irf4	Bmpr1a	1.4315	rgb(221,149,149)
Stat3	Bmpr1a	1.4728	rgb(221,147,147)
Hif1a	Bmpr1a	1.7431	rgb(222,134,135)
Irf4	Bmyc	-1.4806	rgb(137,168,231)
Irf4	Bnip3	1.0375	rgb(220,167,168)
Fosl2	Bnip3	1.0485	rgb(220,167,167)
Hif1a	Bnip3	1.9425	rgb(222,124,125)
Batf	Bnip3l	1.2837	rgb(221,156,156)
Maf	Bnip3l	-1.2546	rgb(149,176,229)
Stat3	Bnip3l	1.2155	rgb(220,159,160)
Fosl2	Bnip3l	1.2081	rgb(220,159,160)
Hif1a	Bnip3l	1.8704	rgb(222,128,129)
Fosl2	Bphl	1.6722	rgb(222,137,138)
Fosl2	Brix1	-1.2068	rgb(151,177,228)
Fosl2	Brms1	-1.3545	rgb(143,172,230)
Stat3	Bsg	1.24	rgb(220,158,158)
Hif1a	Bsg	1.8873	rgb(222,127,128)
Irf4	Bspry	-1.8514	rgb(116,156,235)
Hif1a	Bspry	1.3702	rgb(221,152,152)
Etv6	Bspry	-1.8144	rgb(118,157,234)
Stat3	Bst2	-1.3877	rgb(142,171,230)
Irf4	Btbd19	1.8557	rgb(222,128,129)
Rorc	Btbd19	1.8511	rgb(222,129,129)
Fosl2	Btbd19	-1.7633	rgb(121,159,234)
Fosl2	Btbd2	1.7452	rgb(222,134,134)
Irf4	Btg1	-1.9456	rgb(111,153,236)
Fosl2	Btg1	1.8692	rgb(222,128,129)
Hif1a	Btg1	1.8282	rgb(222,130,131)
Maf	Btg2	-1.8077	rgb(119,157,234)
Stat3	Btg2	1.8046	rgb(222,131,132)
Fosl2	Btg2	-1.7543	rgb(122,159,234)
Irf4	Btla	1.9408	rgb(222,124,125)
Stat3	Btla	1.7627	rgb(222,133,134)
Fosl2	Bzw1	-1.2554	rgb(149,176,229)
Batf	Bzw2	-1.1546	rgb(154,179,228)
Fosl2	Bzw2	-1.1083	rgb(157,180,228)
Maf	C1galt1	-1.3779	rgb(142,171,230)
Batf	C1qtnf6	-1.5425	rgb(133,166,232)
Fosl2	C2cd2l	-1.2444	rgb(149,176,229)
Etv6	C2cd2l	-1.8761	rgb(115,155,235)
Nfe2l2	C2cd4b	1.4892	rgb(221,146,147)
Rorc	C330018D20Rik	-1.1285	rgb(156,180,228)
Batf	C920009B18Rik	1.9349	rgb(222,125,125)
Stat3	C920009B18Rik	1.9041	rgb(222,126,127)
Fosl2	C920009B18Rik	1.8074	rgb(222,131,132)
Batf	Cacnb3	1.8277	rgb(222,130,131)
Irf4	Cacnb3	1.9022	rgb(222,126,127)
Batf	Cacybp	-1.094	rgb(158,181,227)
Fosl2	Cad	-1.5144	rgb(135,167,231)
Batf	Cadm1	-1.0183	rgb(162,183,227)
Maf	Calcoco1	-1.012	rgb(162,184,227)
Batf	Calcrl	1.3659	rgb(221,152,152)
Irf4	Calcrl	1.3328	rgb(221,153,154)
Maf	Calcrl	-1.1015	rgb(157,181,227)
Stat3	Calcrl	1.0937	rgb(220,165,165)
Hif1a	Calcrl	-1.1148	rgb(156,180,228)
Rorc	Calhm2	-1.2006	rgb(152,177,228)
Irf4	Calm2	1.5086	rgb(221,145,146)
Rorc	Calm2	-1.5185	rgb(135,167,231)
Irf4	Calm3	1.7725	rgb(222,132,133)
Irf4	Camk2d	-1.8666	rgb(116,155,235)
Irf4	Camk2g	-1.1563	rgb(154,179,228)
Rorc	Camk4	-1.9505	rgb(111,153,236)
Fosl2	Camk4	1.9726	rgb(222,123,124)
Stat3	Cand2	1.1378	rgb(220,163,163)
Irf4	Capg	-1.8927	rgb(114,154,235)
Stat3	Capg	1.726	rgb(222,135,135)
Fosl2	Capg	1.8546	rgb(222,128,129)
Hif1a	Capg	1.6018	rgb(221,140,141)
Batf	Capn2	1.7761	rgb(222,132,133)
Maf	Capn2	-1.7316	rgb(123,160,233)
Rorc	Capn2	-1.814	rgb(118,157,234)
Stat3	Capns1	1.2674	rgb(220,156,157)
Irf4	Capsl	1.8838	rgb(222,127,128)
Rorc	Capsl	-1.4683	rgb(137,168,231)
Irf4	Capza2	1.868	rgb(222,128,129)
Irf4	Car12	-1.0812	rgb(158,181,227)
Fosl2	Car12	-1.4724	rgb(137,168,231)
Etv6	Car5b	-1.4031	rgb(141,171,230)
Batf	Carhsp1	-1.2227	rgb(151,177,229)
Irf4	Cars	1.0816	rgb(220,165,166)
Irf4	Cask	-1.0945	rgb(158,181,227)
Batf	Casp1	1.8455	rgb(222,129,130)
Irf4	Casp1	1.9137	rgb(222,126,126)
Maf	Casp1	-1.9126	rgb(113,154,235)
Batf	Casp3	-1.9693	rgb(110,152,236)
Maf	Casp3	-1.9259	rgb(112,153,235)
Stat3	Casp3	-1.3606	rgb(143,172,230)
Irf4	Casp4	1.8233	rgb(222,130,131)
Maf	Casp4	-1.8286	rgb(118,157,234)
Stat3	Casp4	1.584	rgb(221,141,142)
Batf	Casp6	1.8027	rgb(222,131,132)
Irf4	Casp6	1.7058	rgb(222,135,136)
Stat3	Casp6	1.8655	rgb(222,128,129)
Rorc	Casp6	-1.7308	rgb(123,160,233)
Fosl2	Casp6	1.9088	rgb(222,126,127)
Hif1a	Casp8	1.2239	rgb(220,159,159)
Irf4	Cast	1.7604	rgb(222,133,134)
Maf	Cast	-1.6575	rgb(127,162,233)
Stat3	Cast	1.5821	rgb(221,141,142)
Irf4	Cblb	1.8765	rgb(222,127,128)
Maf	Cblb	-1.9172	rgb(113,154,235)
Rorc	Cblb	-1.966	rgb(110,152,236)
Fosl2	Cblb	1.977	rgb(222,123,123)
Irf4	Cbx4	1.7976	rgb(222,131,132)
Etv6	Cc2d1a	-1.3883	rgb(142,171,230)
Etv6	Cc2d1b	-1.5156	rgb(135,167,231)
Batf	Ccdc109b	1.7506	rgb(222,133,134)
Maf	Ccdc109b	-1.0609	rgb(159,182,227)
Hif1a	Ccdc115	1.9181	rgb(222,125,126)
Fosl2	Ccdc124	-1.322	rgb(145,173,230)
Hif1a	Ccdc134	1.8235	rgb(222,130,131)
Batf	Ccdc40	1.1606	rgb(220,162,162)
Irf4	Ccdc40	1.4493	rgb(221,148,148)
Stat3	Ccdc40	1.4192	rgb(221,149,150)
Hif1a	Ccdc58	1.8292	rgb(222,130,130)
Etv6	Ccdc61	-1.2771	rgb(148,175,229)
Batf	Ccdc63	1.9333	rgb(222,125,126)
Irf4	Ccdc63	1.9712	rgb(222,123,124)
Stat3	Ccdc63	1.9185	rgb(222,125,126)
Rorc	Ccdc63	1.9674	rgb(222,123,124)
Hif1a	Ccdc63	1.5898	rgb(221,141,142)
Irf4	Ccdc64	1.963	rgb(222,123,124)
Stat3	Ccdc64	1.8765	rgb(222,127,128)
Nfe2l2	Ccdc84	-1.8781	rgb(115,155,235)
Hif1a	Ccdc84	1.8586	rgb(222,128,129)
Hif1a	Ccdc85b	1.5441	rgb(221,143,144)
Fosl2	Ccdc86	-1.0792	rgb(158,181,227)
Maf	Ccdc88a	-1.01	rgb(162,184,227)
Stat3	Ccdc88a	1.3021	rgb(221,155,155)
Hif1a	Ccdc88b	1.3281	rgb(221,154,154)
Batf	Ccdc92	1.2459	rgb(220,157,158)
Hif1a	Ccdc92	1.2535	rgb(220,157,158)
Batf	Ccl20	1.7411	rgb(222,134,135)
Stat3	Ccl20	1.8273	rgb(222,130,131)
Rorc	Ccl20	1.8169	rgb(222,130,131)
Fosl2	Ccl20	-1.8604	rgb(116,156,235)
Batf	Ccl3	-1.8715	rgb(115,155,235)
Irf4	Ccl3	-1.8034	rgb(119,157,234)
Maf	Ccl3	-1.6776	rgb(126,162,233)
Fosl2	Ccl3	-1.7066	rgb(124,161,233)
Batf	Ccl4	-1.7395	rgb(123,160,234)
Maf	Ccl4	-1.5823	rgb(131,165,232)
Fosl2	Ccl4	-1.7108	rgb(124,160,233)
Fosl2	Ccl5	1.8634	rgb(222,128,129)
Irf4	Ccnd2	1.8678	rgb(222,128,129)
Maf	Ccnd2	-1.9701	rgb(110,152,236)
Irf4	Ccnd3	1.9692	rgb(222,123,124)
Hif1a	Ccnd3	1.858	rgb(222,128,129)
Batf	Ccne1	-1.6381	rgb(128,163,233)
Fosl2	Ccne1	-1.8063	rgb(119,157,234)
Batf	Ccnf	-1.6022	rgb(130,164,232)
Batf	Ccng1	-1.2166	rgb(151,177,229)
Maf	Ccng1	-1.1586	rgb(154,179,228)
Irf4	Ccng2	1.6816	rgb(222,137,137)
Stat3	Ccng2	1.2993	rgb(221,155,156)
Fosl2	Ccng2	1.7189	rgb(222,135,136)
Hif1a	Ccng2	1.8791	rgb(222,127,128)
Fosl2	Ccni	1.3754	rgb(221,151,152)
Maf	Ccnyl1	-1.2351	rgb(150,176,229)
Batf	Ccr4	1.9245	rgb(222,125,126)
Hif1a	Ccr4	1.7823	rgb(222,132,133)
Maf	Ccr5	1.8426	rgb(222,129,130)
Fosl2	Ccr5	1.6995	rgb(222,136,137)
Batf	Ccr6	1.8289	rgb(222,130,130)
Irf4	Ccr6	1.9636	rgb(222,123,124)
Maf	Ccr6	-1.9645	rgb(110,152,236)
Rorc	Ccr6	1.9663	rgb(222,123,124)
Fosl2	Ccr6	-1.8528	rgb(116,156,235)
Irf4	Ccr7	1.9635	rgb(222,123,124)
Stat3	Ccr7	-1.962	rgb(110,152,236)
Rorc	Ccr7	-1.9811	rgb(109,152,236)
Fosl2	Ccr7	1.9766	rgb(222,123,124)
Hif1a	Ccr7	1.8138	rgb(222,130,131)
Irf4	Ccr8	-1.7369	rgb(123,160,234)
Stat3	Ccr8	-1.4834	rgb(136,168,231)
Rorc	Ccr8	-1.6104	rgb(130,164,232)
Fosl2	Ccr8	-1.5699	rgb(132,165,232)
Hif1a	Ccrl2	1.4193	rgb(221,149,150)
Irf4	Cd101	-1.9689	rgb(110,152,236)
Fosl2	Cd101	1.9649	rgb(222,123,124)
Nfe2l2	Cd151	1.4455	rgb(221,148,149)
Batf	Cd2	1.9059	rgb(222,126,127)
Rorc	Cd2	-1.967	rgb(110,152,236)
Fosl2	Cd2	1.9457	rgb(222,124,125)
Hif1a	Cd2	1.8253	rgb(222,130,131)
Batf	Cd200	1.9387	rgb(222,124,125)
Irf4	Cd200	1.9764	rgb(222,123,124)
Stat3	Cd200	1.5452	rgb(221,143,144)
Fosl2	Cd200	1.943	rgb(222,124,125)
Batf	Cd200r1	1.7495	rgb(222,133,134)
Maf	Cd200r1	-1.7664	rgb(121,159,234)
Stat3	Cd200r1	1.478	rgb(221,146,147)
Irf4	Cd226	-1.8865	rgb(115,155,235)
Maf	Cd226	-1.8024	rgb(119,157,234)
Rorc	Cd226	1.7365	rgb(222,134,135)
Irf4	Cd247	1.9723	rgb(222,123,124)
Batf	Cd24a	1.458	rgb(221,147,148)
Irf4	Cd24a	1.5778	rgb(221,142,142)
Maf	Cd24a	-1.1678	rgb(154,178,228)
Stat3	Cd24a	1.5813	rgb(221,141,142)
Fosl2	Cd24a	-1.1261	rgb(156,180,228)
Hif1a	Cd24a	1.5386	rgb(221,143,144)
Irf4	Cd27	-1.8542	rgb(116,156,235)
Rorc	Cd27	-1.8601	rgb(116,156,235)
Batf	Cd274	-1.9266	rgb(112,153,235)
Irf4	Cd274	-1.9597	rgb(111,152,236)
Maf	Cd274	-1.7001	rgb(125,161,233)
Stat3	Cd274	-1.2025	rgb(152,177,228)
Irf4	Cd28	1.9885	rgb(222,122,123)
Stat3	Cd28	1.9908	rgb(222,122,123)
Fosl2	Cd28	1.9827	rgb(222,122,123)
Batf	Cd3d	-1.8209	rgb(118,157,234)
Irf4	Cd3e	-1.7186	rgb(124,160,233)
Hif1a	Cd3e	1.6817	rgb(222,137,137)
Hif1a	Cd3eap	1.8623	rgb(222,128,129)
Irf4	Cd3g	-1.9279	rgb(112,153,235)
Maf	Cd3g	-1.8586	rgb(116,156,235)
Rorc	Cd3g	-1.7573	rgb(122,159,234)
Hif1a	Cd3g	1.3905	rgb(221,151,151)
Irf4	Cd40lg	1.3308	rgb(221,153,154)
Fosl2	Cd40lg	-1.041	rgb(160,183,227)
Batf	Cd44	1.8143	rgb(222,130,131)
Irf4	Cd44	-1.9594	rgb(111,152,236)
Maf	Cd44	-1.3693	rgb(143,172,230)
Stat3	Cd44	-1.0564	rgb(160,182,227)
Fosl2	Cd44	-1.9441	rgb(111,153,235)
Irf4	Cd47	1.8076	rgb(222,131,132)
Fosl2	Cd47	1.86	rgb(222,128,129)
Hif1a	Cd48	1.2032	rgb(220,159,160)
Batf	Cd5	-1.6263	rgb(129,163,232)
Stat3	Cd5	1.9525	rgb(222,124,125)
Batf	Cd52	-1.4901	rgb(136,168,231)
Rorc	Cd52	-1.3475	rgb(144,172,230)
Fosl2	Cd52	1.8458	rgb(222,129,130)
Maf	Cd53	-1.7762	rgb(121,158,234)
Stat3	Cd53	1.9266	rgb(222,125,126)
Rorc	Cd53	-1.7836	rgb(120,158,234)
Fosl2	Cd53	1.9192	rgb(222,125,126)
Batf	Cd5l	1.873	rgb(222,127,128)
Irf4	Cd5l	1.9193	rgb(222,125,126)
Stat3	Cd5l	1.6075	rgb(221,140,141)
Rorc	Cd5l	1.3492	rgb(221,153,153)
Fosl2	Cd5l	-1.83	rgb(118,157,234)
