Regulator	Target	Weight	stroke
Zfp36l2	Scn1b	0.33214	rgb(219,185,186)
Tsc22d3	Scn2b	0.60233	rgb(220,159,160)
Tsc22d3	Scn4a	0.61525	rgb(220,158,159)
Atf6	Scnm1	0.34477	rgb(219,184,184)
Rorc	Scnm1	0.33956	rgb(219,185,185)
Tsc22d3	Scnn1g	1.0455	rgb(223,117,118)
Batf	Sco1	0.35916	rgb(219,183,183)
Irf4	Sco1	0.35951	rgb(219,183,183)
Rorc	Sco1	-0.3547	rgb(179,194,224)
Atf6	Scp2	0.33512	rgb(219,185,185)
Bcl11b	Scp2	-0.33169	rgb(181,195,223)
Batf	Scpep1	-0.34997	rgb(179,194,224)
Fosl2	Scpep1	0.34625	rgb(219,184,184)
Maf	Scpep1	0.32437	rgb(219,186,186)
Nfe2l2	Scpep1	0.35423	rgb(219,183,184)
Lef1	Scrib	0.35823	rgb(219,183,183)
Lef1	Scrn2	0.33271	rgb(219,185,186)
Etv6	Scyl1	-0.34573	rgb(179,194,224)
Lef1	Scyl1	0.34864	rgb(219,184,184)
Maf	Scyl2	-0.32731	rgb(181,195,223)
Batf	Sdc1	-0.35254	rgb(179,194,224)
Bcl11b	Sdc1	0.3556	rgb(219,183,183)
Egr2	Sdc1	0.35324	rgb(219,183,184)
Rorc	Sdc1	-0.32129	rgb(182,196,223)
Satb1	Sdc1	0.36008	rgb(219,183,183)
Batf	Sdc3	0.35665	rgb(219,183,183)
Bcl11b	Sdc3	0.33156	rgb(219,185,186)
Crem	Sdc3	0.34951	rgb(219,184,184)
Etv6	Sdc3	-0.35925	rgb(178,193,224)
Fosl2	Sdc3	0.36234	rgb(219,182,183)
Hif1a	Sdc3	0.35837	rgb(219,183,183)
Ikzf3	Sdc3	0.35719	rgb(219,183,183)
Irf4	Sdc3	0.35303	rgb(219,183,184)
Lef1	Sdc3	0.34862	rgb(219,184,184)
Nfe2l2	Sdc3	0.35065	rgb(219,184,184)
Rorc	Sdc3	-0.36079	rgb(178,193,224)
Satb1	Sdc3	0.35993	rgb(219,183,183)
Smarca4	Sdc3	-0.46854	rgb(166,186,226)
Bcl11b	Sdc4	0.30908	rgb(219,187,188)
Etv6	Sdc4	0.31815	rgb(219,187,187)
Fosl2	Sdc4	0.34536	rgb(219,184,184)
Hif1a	Sdc4	0.36267	rgb(219,182,183)
Id2	Sdc4	0.31075	rgb(219,187,188)
Ikzf3	Sdc4	0.36084	rgb(219,183,183)
Maf	Sdc4	-0.36031	rgb(178,193,224)
Nfe2l2	Sdc4	-0.35219	rgb(179,194,224)
Prkrir	Sdc4	0.33015	rgb(219,185,186)
Satb1	Sdc4	0.33157	rgb(219,185,186)
Stat3	Sdc4	0.34944	rgb(219,184,184)
Zfp36l2	Sdc4	0.35366	rgb(219,183,184)
Atf6	Sdcbp	0.33566	rgb(219,185,185)
Sp4	Sdcbp	-0.24676	rgb(190,201,222)
Batf	Sdcbp2	0.35568	rgb(219,183,183)
Fosl2	Sdcbp2	0.36271	rgb(219,182,183)
Hif1a	Sdcbp2	0.33981	rgb(219,185,185)
Id2	Sdcbp2	0.35715	rgb(219,183,183)
Ikzf3	Sdcbp2	0.36124	rgb(219,183,183)
Ikzf4	Sdcbp2	0.48654	rgb(220,171,171)
Irf4	Sdcbp2	0.36253	rgb(219,182,183)
Nfe2l2	Sdcbp2	0.34712	rgb(219,184,184)
Satb1	Sdcbp2	-0.34277	rgb(180,194,224)
Stat3	Sdcbp2	0.36261	rgb(219,182,183)
Tsc22d3	Sdcbp2	1.1321	rgb(223,109,110)
Fosl2	Sdccag3	-0.33538	rgb(181,195,223)
Egr2	Sdccag8	-0.27453	rgb(187,199,222)
Etv6	Sdccag8	-0.32522	rgb(182,196,223)
Id2	Sdccag8	-0.3394	rgb(180,195,223)
Stat3	Sdccag8	0.3181	rgb(219,187,187)
Zeb1	Sdccag8	0.54842	rgb(220,165,165)
Atf6	Sdf2	0.32139	rgb(219,186,187)
Id2	Sdf2	0.3366	rgb(219,185,185)
Maf	Sdf2	-0.3347	rgb(181,195,223)
Atf6	Sdf2l1	0.33187	rgb(219,185,186)
Etv6	Sdf2l1	-0.65585	rgb(146,174,229)
Fosl2	Sdf2l1	-0.32166	rgb(182,196,223)
Smarca4	Sdf2l1	-0.28097	rgb(187,198,222)
Bcl11b	Sdf4	-0.34154	rgb(180,194,223)
Hif1a	Sdf4	0.34357	rgb(219,184,185)
Id2	Sdf4	0.35572	rgb(219,183,183)
Irf4	Sdf4	0.34816	rgb(219,184,184)
Maf	Sdf4	-0.34302	rgb(180,194,224)
Rorc	Sdf4	-0.35398	rgb(179,194,224)
Stat3	Sdf4	0.3211	rgb(219,186,187)
Atf6	Sdhaf2	0.33621	rgb(219,185,185)
Atf6	Sdhb	0.34727	rgb(219,184,184)
Egr2	Sdhb	0.23952	rgb(218,194,194)
Irf8	Sdhb	0.22457	rgb(218,196,196)
Ddit3	Sdhc	-0.34504	rgb(180,194,224)
Nfatc2	Sdhc	0.3378	rgb(219,185,185)
Ikzf3	Sdhd	-0.31731	rgb(183,196,223)
Ikzf4	Sdhd	0.16706	rgb(218,201,201)
Sp4	Sdr39u1	0.32424	rgb(219,186,186)
Atf6	Sec11a	0.33086	rgb(219,185,186)
Ikzf3	Sec11c	-0.33523	rgb(181,195,223)
Maf	Sec11c	-0.3359	rgb(181,195,223)
Nfatc2	Sec11c	0.33678	rgb(219,185,185)
Satb1	Sec11c	-0.34154	rgb(180,194,223)
Zeb1	Sec13	-0.37054	rgb(177,193,224)
Lef1	Sec14l1	0.33848	rgb(219,185,185)
Stat3	Sec14l1	0.34176	rgb(219,184,185)
Tsc22d3	Sec14l2	0.99091	rgb(222,122,123)
Lef1	Sec16a	0.33108	rgb(219,185,186)
Smarca4	Sec16a	0.2429	rgb(218,194,194)
Ikzf3	Sec22b	-0.31897	rgb(182,196,223)
Id2	Sec23a	0.34794	rgb(219,184,184)
Irf4	Sec23a	0.30885	rgb(219,188,188)
Bcl11b	Sec23b	-0.34246	rgb(180,194,224)
Irf8	Sec23b	-0.21766	rgb(193,203,221)
Zeb1	Sec23b	-0.33874	rgb(180,195,223)
Zfp36l2	Sec23b	-0.33094	rgb(181,195,223)
Zeb1	Sec24a	0.25639	rgb(218,193,193)
Zeb1	Sec24b	-0.36267	rgb(178,193,224)
Egr2	Sec24c	0.25064	rgb(218,193,193)
Etv6	Sec24d	-0.35752	rgb(178,193,224)
Stat3	Sec24d	0.35204	rgb(219,183,184)
Ikzf3	Sec61a1	-0.31684	rgb(183,196,223)
Irf8	Sec61b	0.28766	rgb(219,190,190)
Stat3	Sec61b	0.31484	rgb(219,187,187)
Hif1a	Sec61g	0.34703	rgb(219,184,184)
Irf8	Sec61g	0.42976	rgb(219,176,176)
Zeb1	Sec61g	0.45392	rgb(219,174,174)
Ikzf3	Secisbp2	-0.33557	rgb(181,195,223)
Bcl11b	Secisbp2l	-0.32023	rgb(182,196,223)
Atf6	Seh1l	0.34354	rgb(219,184,185)
Hif1a	Sel1l	-0.31608	rgb(183,196,223)
Irf4	Sel1l	0.32926	rgb(219,186,186)
Batf	Selenbp1	0.36166	rgb(219,182,183)
Fosl2	Selenbp1	0.36184	rgb(219,182,183)
Hif1a	Selenbp1	0.3627	rgb(219,182,183)
Id2	Selenbp1	0.34597	rgb(219,184,184)
Ikzf3	Selenbp1	0.35881	rgb(219,183,183)
Irf4	Selenbp1	0.33039	rgb(219,185,186)
Nfe2l2	Selenbp1	-0.35867	rgb(178,193,224)
Stat3	Selenbp1	0.35083	rgb(219,183,184)
Tsc22d3	Selenbp1	0.65968	rgb(221,154,155)
Batf	Selenbp2	0.36099	rgb(219,183,183)
Fosl2	Selenbp2	0.36106	rgb(219,183,183)
Etv6	Selk	0.35025	rgb(219,184,184)
Irf8	Selk	0.38065	rgb(219,181,181)
Smarca4	Selk	0.35153	rgb(219,183,184)
Atf6	Sell	0.3622	rgb(219,182,183)
Batf	Sell	-0.36226	rgb(178,193,224)
Crem	Sell	0.35994	rgb(219,183,183)
Ddit3	Sell	0.36061	rgb(219,183,183)
Egr2	Sell	0.90203	rgb(222,131,132)
Etv6	Sell	1.1325	rgb(223,109,110)
Fosl2	Sell	0.36256	rgb(219,182,183)
Hif1a	Sell	0.35146	rgb(219,183,184)
Id2	Sell	0.36123	rgb(219,183,183)
Ikzf3	Sell	0.36079	rgb(219,183,183)
Irf4	Sell	-0.36272	rgb(178,193,224)
Irf8	Sell	1.0349	rgb(223,118,119)
Nfatc2	Sell	0.36164	rgb(219,182,183)
Prkrir	Sell	0.36165	rgb(219,182,183)
Rorc	Sell	-0.36265	rgb(178,193,224)
Satb1	Sell	0.35934	rgb(219,183,183)
Smarca4	Sell	0.63045	rgb(220,157,157)
Sp4	Sell	-1.1724	rgb( 90,140,239)
Stat3	Sell	-0.31625	rgb(183,196,223)
Zfp36l2	Sell	-0.3486	rgb(179,194,224)
Bcl11b	Selplg	-0.36221	rgb(178,193,224)
Egr2	Selplg	-0.36011	rgb(178,193,224)
Fosl2	Selplg	0.34053	rgb(219,184,185)
Hif1a	Selplg	0.34303	rgb(219,184,185)
Rorc	Selplg	-0.3481	rgb(179,194,224)
Sp4	Selplg	-0.30777	rgb(184,197,223)
Zfp36l2	Selplg	-0.36002	rgb(178,193,224)
Etv6	Sema4a	0.716	rgb(221,149,149)
Id2	Sema4a	0.35115	rgb(219,183,184)
Ikzf3	Sema4a	0.3096	rgb(219,187,188)
Pou2af1	Sema4a	0.35015	rgb(219,184,184)
Prkrir	Sema4a	0.33528	rgb(219,185,185)
Smarca4	Sema4a	0.7983	rgb(221,141,142)
Tsc22d3	Sema4a	0.89911	rgb(222,131,132)
Etv6	Sema4b	-0.34943	rgb(179,194,224)
Lef1	Sema4b	0.34636	rgb(219,184,184)
Tsc22d3	Sema4b	0.96134	rgb(222,125,126)
Bcl11b	Sema4c	-0.36221	rgb(178,193,224)
Crem	Sema4c	-0.32413	rgb(182,196,223)
Ddit3	Sema4c	-0.35321	rgb(179,194,224)
Egr2	Sema4c	-0.33233	rgb(181,195,223)
Fosl2	Sema4c	-0.35785	rgb(178,193,224)
Id2	Sema4c	0.34782	rgb(219,184,184)
Irf4	Sema4c	-0.3549	rgb(178,194,224)
Maf	Sema4c	-0.32845	rgb(181,195,223)
Nfatc2	Sema4c	0.33307	rgb(219,185,186)
Tsc22d3	Sema4c	0.72398	rgb(221,148,149)
Zfp36l2	Sema4c	-0.35048	rgb(179,194,224)
Egr2	Sema4d	0.16882	rgb(218,201,201)
Fosl2	Sema4d	0.31699	rgb(219,187,187)
Sp4	Sema4d	-0.2957	rgb(185,197,223)
Batf	Sema4f	0.36292	rgb(219,182,183)
Crem	Sema4f	0.36074	rgb(219,183,183)
Fosl2	Sema4f	0.36093	rgb(219,183,183)
Ikzf3	Sema4f	0.36165	rgb(219,182,183)
Irf4	Sema4f	0.36239	rgb(219,182,183)
Lef1	Sema4f	0.34178	rgb(219,184,185)
Maf	Sema4f	-0.36231	rgb(178,193,224)
Nfatc2	Sema4f	0.35255	rgb(219,183,184)
Satb1	Sema4f	0.34662	rgb(219,184,184)
Stat3	Sema4f	0.36269	rgb(219,182,183)
Zfp36l2	Sema4f	0.35663	rgb(219,183,183)
Bcl11b	Sema6b	-0.36192	rgb(178,193,224)
Egr2	Sema6b	-0.36116	rgb(178,193,224)
Etv6	Sema6b	-0.36212	rgb(178,193,224)
Fosl2	Sema6b	0.36071	rgb(219,183,183)
Id2	Sema6b	0.35235	rgb(219,183,184)
Prkrir	Sema6b	-0.35851	rgb(178,193,224)
Tsc22d3	Sema6b	0.84977	rgb(222,136,137)
Zfp36l2	Sema6b	-0.3591	rgb(178,193,224)
Fosl2	Sema6d	-0.36244	rgb(178,193,224)
Ikzf3	Sema6d	-0.35172	rgb(179,194,224)
Nfe2l2	Sema6d	-0.35185	rgb(179,194,224)
Tsc22d3	Sema6d	0.58583	rgb(220,161,162)
Batf	Sema7a	-0.32738	rgb(181,195,223)
Bcl11b	Sema7a	0.35461	rgb(219,183,183)
Etv6	Sema7a	-0.35701	rgb(178,193,224)
Hif1a	Sema7a	0.35086	rgb(219,183,184)
Ikzf3	Sema7a	-0.34179	rgb(180,194,223)
Irf8	Sema7a	-0.298	rgb(185,197,223)
Lef1	Sema7a	0.34993	rgb(219,184,184)
Maf	Sema7a	-0.35664	rgb(178,193,224)
Irf4	Senp1	0.34011	rgb(219,185,185)
Rorc	Senp1	0.35622	rgb(219,183,183)
Zfp36l2	Senp2	-0.33529	rgb(181,195,223)
Ikzf3	Senp3	-0.33201	rgb(181,195,223)
Lef1	Senp3	0.32259	rgb(219,186,187)
Sp4	Senp3	0.26854	rgb(218,191,192)
Tsc22d3	Senp5	0.45629	rgb(220,173,174)
Fosl2	Senp7	0.3183	rgb(219,187,187)
Atf6	Sep15	0.35389	rgb(219,183,184)
Crem	Sepn1	0.35307	rgb(219,183,184)
Egr2	Sepn1	0.31264	rgb(219,187,187)
Id2	Sepn1	-0.32378	rgb(182,196,223)
Lef1	Sepn1	0.35647	rgb(219,183,183)
Nfatc2	Sepn1	0.3096	rgb(219,187,188)
Satb1	Sepn1	0.35578	rgb(219,183,183)
Stat3	Sepn1	0.34907	rgb(219,184,184)
Zfp36l2	Sepn1	0.33185	rgb(219,185,186)
Atf6	Sepp1	0.32682	rgb(219,186,186)
Etv6	Sepp1	0.26633	rgb(218,192,192)
Irf8	Sepp1	0.36302	rgb(219,182,183)
Nfatc2	Sepp1	0.33863	rgb(219,185,185)
Rorc	Sepp1	-0.32372	rgb(182,196,223)
Smarca4	Sepp1	-1.2413	rgb( 82,135,241)
Sp4	Sepp1	-0.27333	rgb(187,199,222)
Bcl11b	Sepsecs	0.34197	rgb(219,184,185)
Crem	Sepsecs	0.35096	rgb(219,183,184)
Egr2	Sepsecs	0.34581	rgb(219,184,184)
Lef1	Sepsecs	0.34752	rgb(219,184,184)
Prkrir	Sepsecs	0.34537	rgb(219,184,184)
Satb1	Sepsecs	0.34607	rgb(219,184,184)
Zfp36l2	Sepsecs	0.32617	rgb(219,186,186)
Bcl11b	Sept11	0.34548	rgb(219,184,184)
Fosl2	Sept11	-0.32263	rgb(182,196,223)
Maf	Sept2	-0.34117	rgb(180,194,223)
Nfatc2	Sept2	0.35635	rgb(219,183,183)
Ikzf3	Sept7	-0.33875	rgb(180,195,223)
Maf	Sept7	-0.33448	rgb(181,195,223)
Bcl11b	Sept8	0.31821	rgb(219,187,187)
Irf4	Sept8	0.35477	rgb(219,183,183)
Lef1	Sept8	0.3517	rgb(219,183,184)
Satb1	Sept8	0.34135	rgb(219,184,185)
Bcl11b	Sept9	-0.3603	rgb(178,193,224)
Hif1a	Sept9	0.3178	rgb(219,187,187)
Zfp36l2	Sept9	-0.33564	rgb(181,195,223)
Atf6	Sepw1	0.31391	rgb(219,187,187)
Batf	Sepw1	0.3203	rgb(219,186,187)
Bcl11b	Sepw1	0.35291	rgb(219,183,184)
Crem	Sepw1	0.35247	rgb(219,183,184)
Egr2	Sepw1	0.6364	rgb(221,156,157)
Etv6	Sepw1	0.32382	rgb(219,186,186)
Ikzf3	Sepw1	0.30953	rgb(219,187,188)
Irf8	Sepw1	0.29086	rgb(219,189,190)
Prkrir	Sepw1	0.35471	rgb(219,183,183)
Satb1	Sepw1	0.31924	rgb(219,187,187)
Smarca4	Sepw1	0.28738	rgb(219,190,190)
Zfp36l2	Sepw1	0.32591	rgb(219,186,186)
Egr2	Serbp1	-0.28799	rgb(186,198,222)
Tsc22d3	Serf1	1.0214	rgb(223,119,120)
Zeb1	Serf1	1.1417	rgb(223,108,109)
Atf6	Serf2	0.34009	rgb(219,185,185)
Hif1a	Serf2	0.31454	rgb(219,187,187)
Nfatc2	Serf2	0.33774	rgb(219,185,185)
Ikzf3	Sergef	-0.32174	rgb(182,196,223)
Sp4	Serinc5	0.42514	rgb(219,176,177)
Stat3	Serinc5	0.34589	rgb(219,184,184)
Tsc22d3	Serinc5	-1.0339	rgb(105,149,237)
Atf6	Serp1	0.34922	rgb(219,184,184)
Ikzf3	Serp1	-0.31965	rgb(182,196,223)
Zfp36l2	Serp1	0.35251	rgb(219,183,184)
Stat3	Serpina3f	-0.36283	rgb(178,193,224)
Stat3	Serpina3g	-0.3628	rgb(178,193,224)
Batf	Serpinb1a	-0.36239	rgb(178,193,224)
Egr2	Serpinb1a	0.49176	rgb(220,170,171)
Etv6	Serpinb1a	0.53037	rgb(220,166,167)
Fosl2	Serpinb1a	0.36289	rgb(219,182,183)
Hif1a	Serpinb1a	0.36183	rgb(219,182,183)
Tsc22d3	Serpinb1a	-0.70613	rgb(140,170,230)
Batf	Serpinb6a	0.35539	rgb(219,183,183)
Bcl11b	Serpinb6a	0.31394	rgb(219,187,187)
Egr2	Serpinb6a	0.34281	rgb(219,184,185)
Hif1a	Serpinb6a	0.3272	rgb(219,186,186)
Id2	Serpinb6a	-0.35458	rgb(179,194,224)
Maf	Serpinb6a	-0.32217	rgb(182,196,223)
Rorc	Serpinb6a	-0.33693	rgb(180,195,223)
Satb1	Serpinb6a	0.34485	rgb(219,184,184)
Stat3	Serpinb6a	0.34676	rgb(219,184,184)
Zfp36l2	Serpinb6a	0.35517	rgb(219,183,183)
Atf6	Serpinb6b	0.34246	rgb(219,184,185)
Bcl11b	Serpinb6b	-0.3612	rgb(178,193,224)
Crem	Serpinb6b	-0.35522	rgb(178,194,224)
Ddit3	Serpinb6b	-0.35699	rgb(178,193,224)
Egr2	Serpinb6b	-0.34487	rgb(180,194,224)
Hif1a	Serpinb6b	0.31895	rgb(219,187,187)
Id2	Serpinb6b	0.35113	rgb(219,183,184)
Ikzf3	Serpinb6b	0.35726	rgb(219,183,183)
Maf	Serpinb6b	-0.36254	rgb(178,193,224)
Rorc	Serpinb6b	-0.36235	rgb(178,193,224)
Stat3	Serpinb6b	-0.36132	rgb(178,193,224)
Zfp36l2	Serpinb6b	-0.34985	rgb(179,194,224)
Ikzf3	Serpinb6c	0.3165	rgb(219,187,187)
Rorc	Serpinb6c	-0.34253	rgb(180,194,224)
Stat3	Serpinb6c	-0.35453	rgb(179,194,224)
Batf	Serpinb9	-0.34531	rgb(180,194,224)
Bcl11b	Serpinb9	-0.35623	rgb(178,193,224)
Ddit3	Serpinb9	-0.34774	rgb(179,194,224)
Fosl2	Serpinb9	-0.34755	rgb(179,194,224)
Id2	Serpinb9	0.343	rgb(219,184,185)
Ikzf3	Serpinb9	0.35544	rgb(219,183,183)
Maf	Serpinb9	-0.36269	rgb(178,193,224)
Rorc	Serpinb9	-0.36173	rgb(178,193,224)
Stat3	Serpinb9	-0.36211	rgb(178,193,224)
Batf	Serpinc1	-0.3588	rgb(178,193,224)
Prkrir	Serpinc1	0.30982	rgb(219,187,188)
Satb1	Serpinc1	-0.3485	rgb(179,194,224)
Stat3	Serpinc1	-0.36082	rgb(178,193,224)
Atf6	Serpine1	-0.35463	rgb(179,194,224)
Batf	Serpine1	0.36223	rgb(219,182,183)
Bcl11b	Serpine1	0.35782	rgb(219,183,183)
Egr2	Serpine1	0.35127	rgb(219,183,184)
Hif1a	Serpine1	0.3628	rgb(219,182,183)
Ikzf3	Serpine1	0.35724	rgb(219,183,183)
Maf	Serpine1	-0.35967	rgb(178,193,224)
Prkrir	Serpine1	-0.32673	rgb(182,195,223)
Sp4	Serpine1	0.95568	rgb(222,126,127)
Stat3	Serpine1	0.36273	rgb(219,182,183)
Tsc22d3	Serpine1	0.90034	rgb(222,131,132)
Zfp36l2	Serpine1	0.35945	rgb(219,183,183)
Atf6	Serpine2	0.33525	rgb(219,185,185)
Batf	Serpine2	0.3489	rgb(219,184,184)
Bcl11b	Serpine2	-0.33185	rgb(181,195,223)
Egr2	Serpine2	-0.66467	rgb(145,173,230)
Etv6	Serpine2	0.34081	rgb(219,184,185)
Fosl2	Serpine2	-0.3627	rgb(178,193,224)
Ikzf3	Serpine2	-0.35007	rgb(179,194,224)
Irf4	Serpine2	-0.36206	rgb(178,193,224)
Maf	Serpine2	-0.36268	rgb(178,193,224)
Nfe2l2	Serpine2	-0.3473	rgb(179,194,224)
Rorc	Serpine2	-0.36213	rgb(178,193,224)
Stat3	Serpine2	-0.36273	rgb(178,193,224)
Batf	Serpinf1	0.36235	rgb(219,182,183)
Bcl11b	Serpinf1	0.31807	rgb(219,187,187)
Egr2	Serpinf1	0.33114	rgb(219,185,186)
Fosl2	Serpinf1	0.36139	rgb(219,182,183)
Hif1a	Serpinf1	0.36211	rgb(219,182,183)
Ikzf3	Serpinf1	0.31546	rgb(219,187,187)
Irf4	Serpinf1	0.36153	rgb(219,182,183)
Maf	Serpinf1	0.33411	rgb(219,185,185)
Rorc	Serpinf1	-0.32969	rgb(181,195,223)
Satb1	Serpinf1	0.34737	rgb(219,184,184)
Stat3	Serpinf1	0.36272	rgb(219,182,183)
Zfp36l2	Serpinf1	0.34588	rgb(219,184,184)
Fosl2	Sertad1	0.31607	rgb(219,187,187)
Hif1a	Sertad1	0.36143	rgb(219,182,183)
Nfe2l2	Sertad1	-0.34736	rgb(179,194,224)
Stat3	Sertad1	0.34671	rgb(219,184,184)
Ddit3	Sertad3	-0.33313	rgb(181,195,223)
Fosl2	Sertad3	0.32419	rgb(219,186,186)
Hif1a	Sertad3	0.33613	rgb(219,185,185)
Etv6	Sesn1	0.51468	rgb(220,168,168)
Irf4	Sesn1	-0.35867	rgb(178,193,224)
Nfatc2	Sesn1	0.34341	rgb(219,184,185)
Atf6	Sesn2	-0.35915	rgb(178,193,224)
Bcl11b	Sesn2	0.35627	rgb(219,183,183)
Egr2	Sesn2	-0.52816	rgb(160,182,227)
Etv6	Sesn2	-0.35911	rgb(178,193,224)
Hif1a	Sesn2	-0.34721	rgb(179,194,224)
Ikzf3	Sesn2	-0.35769	rgb(178,193,224)
Irf4	Sesn2	0.35491	rgb(219,183,183)
Nfatc2	Sesn2	-0.35497	rgb(178,194,224)
Prkrir	Sesn2	-0.35684	rgb(178,193,224)
Smarca4	Sesn2	0.51167	rgb(220,168,169)
Zfp36l2	Sesn2	0.34742	rgb(219,184,184)
Batf	Sesn3	0.36017	rgb(219,183,183)
Bcl11b	Sesn3	-0.35881	rgb(178,193,224)
Egr2	Sesn3	-0.35283	rgb(179,194,224)
Fosl2	Sesn3	0.34985	rgb(219,184,184)
Ikzf3	Sesn3	0.35067	rgb(219,184,184)
Irf8	Sesn3	0.21522	rgb(218,196,197)
Maf	Sesn3	0.34697	rgb(219,184,184)
Rorc	Sesn3	-0.36133	rgb(178,193,224)
Smarca4	Sesn3	0.22698	rgb(218,195,196)
Stat3	Sesn3	0.35301	rgb(219,183,184)
Batf	Sestd1	0.36153	rgb(219,182,183)
Bcl11b	Sestd1	-0.35807	rgb(178,193,224)
Egr2	Sestd1	-0.34614	rgb(179,194,224)
Irf4	Sestd1	0.35817	rgb(219,183,183)
Irf8	Sestd1	0.37629	rgb(219,181,181)
Rorc	Sestd1	-0.35475	rgb(179,194,224)
Zfp36l2	Sestd1	-0.3361	rgb(181,195,223)
Egr2	Set	-0.37059	rgb(177,193,224)
Etv6	Set	-0.1974	rgb(196,204,221)
Pou2af1	Set	-0.20811	rgb(194,203,221)
Tsc22d3	Setd1a	-0.54955	rgb(157,181,227)
Irf4	Setd3	0.31232	rgb(219,187,187)
Ikzf3	Setd4	-0.31909	rgb(182,196,223)
Sp4	Setd4	0.67853	rgb(221,152,153)
Irf8	Setd6	0.39874	rgb(219,179,179)
Sp4	Setd6	0.35585	rgb(219,183,183)
Stat3	Setd7	0.31149	rgb(219,187,188)
Ikzf3	Setd8	-0.32743	rgb(181,195,223)
Bcl11b	Setdb1	-0.35338	rgb(179,194,224)
Bcl11b	Setx	-0.33949	rgb(180,195,223)
Fosl2	Setx	0.34988	rgb(219,184,184)
Hif1a	Setx	0.33562	rgb(219,185,185)
Stat3	Setx	0.34311	rgb(219,184,185)
Etv6	Sf3a2	-0.33608	rgb(181,195,223)
Irf8	Sf3a2	-0.34948	rgb(179,194,224)
Batf	Sf3b3	-0.32134	rgb(182,196,223)
Fosl2	Sf3b3	-0.31951	rgb(182,196,223)
Ikzf3	Sf3b3	-0.34598	rgb(179,194,224)
Irf8	Sf3b3	-0.23193	rgb(192,202,221)
Tsc22d3	Sf3b3	0.25603	rgb(218,193,193)
Batf	Sf3b4	-0.32522	rgb(182,196,223)
Egr2	Sf3b4	0.34692	rgb(219,184,184)
Etv6	Sf3b4	-0.26081	rgb(189,200,222)
Fosl2	Sf3b4	-0.32316	rgb(182,196,223)
Ikzf3	Sf3b4	-0.33572	rgb(181,195,223)
Lef1	Sf3b4	0.35315	rgb(219,183,184)
Satb1	Sf3b4	0.35509	rgb(219,183,183)
Hif1a	Sf3b5	0.31035	rgb(219,187,188)
Batf	Sfi1	-0.35627	rgb(178,193,224)
Id2	Sfi1	0.35607	rgb(219,183,183)
Stat3	Sfi1	-0.35668	rgb(178,193,224)
Zeb1	Sfi1	0.44155	rgb(219,175,175)
Ikzf3	Sfmbt1	-0.34329	rgb(180,194,224)
Maf	Sfmbt1	-0.3185	rgb(182,196,223)
Batf	Sfmbt2	0.31691	rgb(219,187,187)
Bcl11b	Sfmbt2	0.34315	rgb(219,184,185)
Lef1	Sfmbt2	0.32582	rgb(219,186,186)
Maf	Sfmbt2	-0.33934	rgb(180,195,223)
Rorc	Sfmbt2	0.35091	rgb(219,183,184)
Stat3	Sfmbt2	-0.33537	rgb(181,195,223)
Ddit3	Sfn	-0.34906	rgb(179,194,224)
Etv6	Sfn	-0.34945	rgb(179,194,224)
Hif1a	Sfn	0.34926	rgb(219,184,184)
Zfp36l2	Sfn	-0.33295	rgb(181,195,223)
Batf	Sfpq	-0.33173	rgb(181,195,223)
Fosl2	Sfpq	-0.33622	rgb(181,195,223)
Ikzf3	Sfpq	-0.32999	rgb(181,195,223)
Atf6	Sft2d1	0.35499	rgb(219,183,183)
Bcl11b	Sft2d2	-0.33596	rgb(181,195,223)
Fosl2	Sft2d2	0.30987	rgb(219,187,188)
Id2	Sft2d2	0.35216	rgb(219,183,184)
Zeb1	Sftpb	1.0391	rgb(223,118,119)
Smarca4	Sfxn1	-0.31756	rgb(183,196,223)
Bcl11b	Sfxn3	-0.33761	rgb(180,195,223)
Fosl2	Sfxn3	0.34367	rgb(219,184,185)
Lef1	Sfxn3	0.31681	rgb(219,187,187)
Stat3	Sfxn3	0.3465	rgb(219,184,184)
Atf6	Sgk1	0.3591	rgb(219,183,183)
Crem	Sgk1	0.36027	rgb(219,183,183)
Ddit3	Sgk1	0.36115	rgb(219,183,183)
Egr2	Sgk1	0.34926	rgb(219,184,184)
Etv6	Sgk1	0.72322	rgb(221,148,149)
Hif1a	Sgk1	0.3365	rgb(219,185,185)
Ikzf3	Sgk1	0.32531	rgb(219,186,186)
Irf8	Sgk1	0.36299	rgb(219,182,183)
Lef1	Sgk1	0.35404	rgb(219,183,184)
Prkrir	Sgk1	0.35614	rgb(219,183,183)
Smarca4	Sgk1	0.25133	rgb(218,193,193)
Sp4	Sgk1	-0.2473	rgb(190,201,222)
Tsc22d3	Sgk1	-0.33389	rgb(181,195,223)
Zeb1	Sgk1	0.20981	rgb(218,197,197)
Atf6	Sgms1	0.34057	rgb(219,184,185)
Prkrir	Sgms1	0.35963	rgb(219,183,183)
Satb1	Sgms1	0.34179	rgb(219,184,185)
Fosl2	Sgpl1	0.33037	rgb(219,185,186)
Lef1	Sgpl1	0.33355	rgb(219,185,185)
Stat3	Sgpl1	0.32179	rgb(219,186,187)
Irf8	Sgpp1	0.21526	rgb(218,196,197)
Smarca4	Sgpp1	0.2129	rgb(218,197,197)
Lef1	Sgsh	0.35232	rgb(219,183,184)
Bcl11b	Sgsm2	-0.32693	rgb(182,195,223)
